Station_code Lat Lon no_of_data_points rms_gps rms_grace rms_diff slope_gps slope_grace slope_diff corr_coeff error_message
TAH1 -17.5770276787 -149.6061910907 106 5.450526 1.307587 5.196806 0.876249 0.019562 -0.856687 0.309471 0
TAHI -17.5765174368 -149.6093777080 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
TAIW 25.0213318383 121.5365401903 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
TALA 42.4454648971 72.2104461339 42 8.069943 2.990605 8.644858 0.958777 -0.308651 -1.267428 -0.013795 0
TANZ -6.7655855819 39.2079250988 122 6.320122 2.319735 6.550958 1.987283 -0.360376 -2.347659 0.082193 0
TASH 41.3280491328 69.2955662087 153 6.844035 3.454481 6.141803 -0.797368 -0.444196 0.353172 0.445224 0
TBLP 35.9174109366 -120.3603378844 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
TCMS 24.7979858866 120.9873905438 263 4.829350 1.925692 4.929794 -0.356305 -0.155870 0.200435 0.146672 0
TEGU 14.0904393856 -87.2055964885 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
TEHN 35.6972825275 51.3340936314 230 5.899033 3.349357 5.538882 1.750589 1.101752 -0.648836 0.388136 0
TELA 32.0679956883 34.7808968955 276 68.317948 2.315225 68.296949 -0.423865 0.665132 1.088997 0.026013 0
TERS 53.3627399096 5.2193915750 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
TETN 35.5616440247 -5.3630127506 139 6.590709 1.550489 6.059649 2.880183 0.419239 -2.460944 0.446339 0
TGCV 16.7547732598 -22.9827568596 39 3.479743 2.656482 4.076823 -0.113089 -0.582730 -0.469641 0.137660 0
THCP 35.1581825156 -118.4145729192 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
THTI -17.5770619927 -149.6064488613 307 4.518633 1.316061 4.475515 -0.339547 0.041879 0.381427 0.178232 0
THU1 76.5373371088 -68.7880082795 14 6.860497 0.969067 7.099053 -10.175180 -1.250884 8.924296 -0.179824 0
THU2 76.5370475831 -68.8250371510 309 17.626373 9.953738 8.522402 6.731604 3.854821 -2.876783 0.960780 0
THU3 76.5370476473 -68.8250384729 309 17.669132 9.953738 8.570958 6.735825 3.854821 -2.881004 0.960386 0
TIBB 37.8908738018 -122.4475986924 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
TID1 -35.3992047330 148.9799981601 303 4.996452 2.122934 4.941216 -0.708644 0.246366 0.955010 0.238319 0
TID2 -35.3992060612 148.9799976237 202 5.128957 1.796302 5.174126 -0.682167 0.412139 1.094306 0.149857 0
TIDB -35.3992061231 148.9799976070 307 4.689013 2.119279 4.622478 -0.601534 0.252343 0.853876 0.257156 0
TIFF 41.0749794920 -83.1504006289 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
TILC 37.6188873290 -118.8628556839 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
TIT2 51.0352335692 6.4315795938 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
TITZ 51.0353063390 6.4316286777 1 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
TIXI 71.6344735863 128.8664202871 274 8.199510 2.139835 7.973899 1.346745 -0.102266 -1.449011 0.234469 0
TJRN 34.4834726871 -120.1325600932 12 6.202907 1.747063 6.205909 -1.167520 0.308011 1.475531 0.139108 0
TLKA 62.3076558397 -150.4202946626 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
TLSE 43.5606948959 1.4808907613 309 4.710699 2.424108 3.709543 0.539395 0.202563 -0.336832 0.626411 0
TMAP 33.6412454228 -116.1604623351 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
TMGO 40.1309344427 -105.2327099123 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
TNML 24.7979544815 120.9873453738 299 4.634497 1.899851 4.729145 -0.679991 -0.192688 0.487303 0.154641 0
TONG -21.1447130372 -175.1792210964 258 8.083545 1.274605 7.827791 -1.786193 -0.122916 1.663278 0.276319 0
TORI 45.0633666309 7.6612796705 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
TORP 33.7977964460 -118.3305995530 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
TOST 34.2479543665 -118.8366611917 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
TOUL 43.5607723256 1.4807585734 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
TOW2 -19.2692808124 147.0556876709 308 5.136246 3.399577 4.512645 -0.907228 -0.549267 0.357960 0.503239 0
TOWN -19.2598149091 146.8141199210 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
TRAB 40.9947078901 39.7755611943 184 6.861213 3.472611 5.714859 -0.065254 0.041795 0.107049 0.555597 0
TRAK 33.6179332998 -117.8034304677 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
TRND 41.0538857506 -124.1508662185 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
TRO1 69.6627181358 18.9396465177 308 9.751967 1.947552 9.630256 2.973320 -0.071187 -3.044507 0.161959 0
TROM 69.6627481404 18.9383283591 240 8.050365 1.977942 7.742828 3.177692 -0.133861 -3.311554 0.275362 0
TRON 63.3713827528 10.3191554892 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
TSEA 61.1873274928 -149.8949730500 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
TSKB 36.1056798919 140.0874967089 309 11.578596 1.560164 11.957178 0.017198 -0.220881 -0.238079 -0.179250 0
TSU2 36.1059027224 140.0873230577 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
TSWY 43.6740893500 -110.5974776631 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
TUBI 40.7867254783 29.4506802580 8 13.658167 2.554297 11.729870 -4.280641 -0.740244 3.540397 0.795139 0
TUCU -26.8432553708 -65.2303516746 216 12.952175 2.216742 12.768622 -4.981011 0.088265 5.069276 0.167790 0
TUKT 69.4382343110 -132.9943512149 1 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
TUNG 40.4032018315 -118.2575026816 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
TUVA -8.5252906016 179.1965593716 262 5.583922 1.380724 5.564253 -1.109690 0.005947 1.115637 0.137854 0
TVST 14.0340328332 121.0018297859 89 21.155771 2.309320 20.224023 13.667041 0.653243 -13.013798 0.449167 0
TWHL 47.0159049874 -122.9228763476 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
TWMS 33.9724539858 -117.7255193908 14 10.553027 1.508839 10.241378 -5.190660 -0.238392 4.952268 0.274987 0
TWTF 24.9535652579 121.1645013484 309 12.216049 1.914409 12.762121 3.835182 -0.185426 -4.020608 -0.213262 0
UCD1 38.5362399439 -121.7512286428 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
UCLP 34.0691193592 -118.4419052580 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
UCLU 48.9256380225 -125.5416404166 1 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
UCSB 34.4133047531 -119.8438107290 2 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
UDMC 33.5101959750 36.2852310813 22 8.042831 2.686422 6.670183 -7.126659 -0.437834 6.688825 0.634363 0
UEPP -22.1199046516 -51.4085339164 88 6.045912 4.234390 4.889552 0.834791 -0.064775 -0.899566 0.597158 0
ULAB 47.8650677523 107.0523258335 278 5.967605 1.403318 6.462290 0.856319 -0.171910 -1.028228 -0.249544 0
UNIV 42.2856200468 -84.3859219966 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
UNPG 43.1193906161 12.3557017580 2 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
UNSA -24.7274563703 -65.4076433899 307 7.586046 2.621978 6.832376 -0.506864 -0.249394 0.257469 0.445980 0
UPAD 45.4067172838 11.8779311940 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
UPO1 20.2458862138 -155.8838131737 160 14.119321 1.635722 14.214569 -0.548731 -0.099526 0.449205 -0.000501 0
UPSA 39.6271116784 -118.8022812238 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
UPTC 41.6288148138 -79.6640681243 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
URUM 43.8079492783 87.6006659796 255 19.922847 1.502567 19.704399 2.643423 0.293314 -2.350109 0.182296 0
USC1 34.0239492573 -118.2851102880 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
USGC 33.0300625839 -116.0853315748 2 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
USLO 35.3118024827 -120.6610902009 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
USMX 29.8216539282 -109.6810494457 111 4.196656 1.966003 4.078856 -0.723136 -0.043967 0.679169 0.293312 0
USN1 38.9205444572 -77.0662905947 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
USN3 38.9205650627 -77.0662741741 245 5.663914 2.127520 4.985447 -0.708348 0.254205 0.962552 0.487614 0
USNA 38.9833484013 -76.4793872980 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
USNO 38.9189627127 -77.0662249105 288 4.815694 2.224740 4.484062 -0.460364 0.242216 0.702581 0.374921 0
USU2 36.1331180068 138.3620434234 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
USUD 36.1331106398 138.3620436452 303 7.705198 1.649733 7.268761 -1.601906 -0.235504 1.366402 0.364111 0
UVFM 37.8787483944 -78.6936856109 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
UZHL 48.6319771711 22.2976172980 1 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
VAAS 62.9611932678 21.7706364857 292 23.862004 3.014785 25.807633 8.861546 -0.822234 -9.683780 -0.608502 0
VACS -20.2970753551 57.4970371109 77 5.111187 1.332983 5.283632 -1.092714 0.971332 2.064046 -0.001152 0
VAFB 34.7693355075 -120.5344022077 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
VALD 48.0970573936 -77.5641676164 1 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
VALP -33.0272439655 -71.6260929220 43 70.561558 2.565339 71.849010 -14.775515 0.755266 15.530781 -0.488264 0
VAN1 34.8266127881 -120.5635051920 3 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
VAN2 34.8264572748 -120.5632897865 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
VANU -17.7439748953 168.3151490528 270 9.715395 1.477583 9.493713 -2.307555 0.028475 2.336030 0.224362 0
VARD 70.3363724952 31.0311924076 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
VBCA -38.7007683666 -62.2692271784 143 6.343224 2.096480 6.636639 -0.357426 0.803286 1.160712 0.022061 0
VCAP 44.2619832156 -72.5823779120 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
VCIO 36.0717079644 -99.2173141661 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
VDCY 34.1785660423 -118.2200023290 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
VENE 45.4369812359 12.3319826460 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
VESL -71.6737963143 -2.8417826711 255 8.592139 3.334197 10.375728 2.458050 -1.049949 -3.507999 -0.396434 0
VIC1 32.3314192118 -90.9197901481 10 11.126665 4.542183 7.066729 -5.425385 -2.403484 3.021902 0.934870 0
VIC2 32.3312527803 -90.9196103376 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
VIL0 64.6978466952 16.5599290160 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
VILL 40.4435930391 -3.9519795961 308 4.719477 2.330244 4.799030 -0.771835 0.346126 1.117961 0.212448 0
VIMS 37.6083536416 -75.6870040304 13 4.842948 1.447763 5.094786 -3.685200 1.137778 4.822977 -0.029001 0
VIMT 34.1264485006 -118.5144157610 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
VIS0 57.6538695322 18.3673160265 3 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
VITI -17.6509241839 177.3933642989 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
VLNS 54.6531425361 25.2986679652 8 4.925459 1.394298 5.146862 -6.665719 0.565851 7.231570 -0.020821 0
VLUC 40.2306799495 15.2659075744 2 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
VNCO 34.2757638555 -119.2376662576 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
VNCX 34.2931918706 -118.4845366795 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
VNDP 34.5563091628 -120.6164459032 25 6.931119 1.939457 6.789308 -1.058064 0.065019 1.123083 0.212280 0
VNPS 34.5014804227 -118.1211558239 3 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
VTIS 33.7126384714 -118.2938198347 60 4.850897 1.743420 4.961349 -1.252787 0.183686 1.436473 0.115626 0
VYAS 34.0309153774 -117.9920481583 9 3.229679 1.115659 3.437978 20.484011 2.255735 -18.228276 -0.020006 0
WAB2 46.9237474722 7.4642520346 215 4.696783 2.047781 4.072463 0.611577 0.013757 -0.597820 0.502612 0
WARE 50.6898737790 5.2453077435 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
WASR 35.5596746767 -77.0587649874 8 6.459417 0.971510 6.705076 -1.845891 0.127838 1.973729 -0.182470 0
WATC 37.6643317620 -118.6538880203 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
WCHS 34.0618969905 -117.9111083430 9 2.489991 1.117497 2.640182 4.720195 2.283194 -2.437000 0.085945 0
WDC1 38.9204503497 -77.0662245669 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
WDC3 38.9205654906 -77.0662970571 76 5.382815 1.823008 4.941321 -0.028997 -1.265791 -1.236795 0.401583 0
WEL1 -41.2726460904 174.7787046573 33 184.457251 1.531681 185.150058 34.017583 0.115925 -33.901658 -0.449016 0
WELL -41.2748934329 174.7829541904 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
WES2 42.6133354783 -71.4933263807 289 5.116064 1.749562 4.878049 -0.240593 0.000299 0.240892 0.303865 0
WEST -41.7447409265 171.8062223867 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
WETT 49.1442242298 12.8789003277 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
WFRD 42.6081582874 -71.4940130178 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
WHC1 33.9798833141 -118.0311645923 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
WHD1 48.3127167669 -122.6961422702 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
WHI1 33.9738050631 -118.0344650603 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
WHIT 60.7505119926 -135.2221118380 294 9.258298 5.295427 6.888129 1.912763 1.231795 -0.680969 0.676278 0
WHN0 -79.8456988526 154.2201205359 6 2.269456 0.294323 2.543666 2.281118 -0.204704 -2.485823 -0.923104 0
WHP1 46.7712954439 -84.9580307021 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
WHYT 33.6744915121 -117.6434597485 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
WIDC 33.9347568336 -116.3917800357 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
WIL1 41.3052620953 -76.0153080983 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
WILL 52.2368680847 -122.1678114639 292 7.603570 4.745215 6.826849 1.467896 -0.457182 -1.925078 0.467363 0
WIND -22.5749194399 17.0894327572 115 6.289243 2.535248 7.109248 1.791186 -0.730747 -2.521932 -0.142973 0
WINT 37.6526424826 -122.1405644062 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
WIS1 46.7050560591 -92.0152128423 41 23.272427 2.519255 23.440499 5.330410 0.235452 -5.094959 -0.012831 0
WKPK 34.5684993386 -118.7415197387 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
WLPS 37.9368782419 -75.4698803537 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
WLSN 34.2261197950 -118.0559077357 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
WMAP 34.2594227671 -118.4142875965 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
WMOK 34.7378934993 -98.7805252129 2 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
WNFL 31.8972283007 -92.7819111367 51 828.545765 3.186165 827.874179 41.529424 -0.402783 -41.932207 0.212619 0
WOMT 34.6690140101 -116.9316635817 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
WOOS 40.7986123480 -81.9626074189 59 5.520753 1.739461 5.112448 -1.489373 -0.116991 1.372382 0.383589 0
WRHS 33.9581512189 -118.4276051347 59 9.472888 1.743808 9.789230 -1.690261 0.091407 1.781667 -0.092396 0
WROC 51.1132608614 17.0620400507 309 9.396148 2.637545 8.584570 2.537054 -0.097431 -2.634485 0.434766 0
WSFM 42.6133561967 -71.4933251796 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
WSLR 50.1265400233 -122.9211886760 1 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
WSMN 32.4071369388 -106.3498294142 13 463.552834 1.420712 464.075628 -136.828665 0.325614 137.154278 -0.366655 0
WSRT 52.9146109544 6.6045052713 309 5.158167 1.788915 4.607111 -0.097121 0.127481 0.224602 0.464991 0
WTZA 49.1442255874 12.8789030956 304 5.568100 2.328574 4.352706 0.211178 -0.003579 -0.214757 0.674082 0
WTZJ 49.1442019321 12.8789342835 1 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
WTZR 49.1441982443 12.8789093740 308 6.653202 2.347638 5.503176 -0.833278 0.020530 0.853808 0.623957 0
WTZT 49.1442281465 12.8789390512 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
WTZZ 49.1442115745 12.8789026838 1 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
WUHN 30.5316528727 114.3572616942 306 6.421425 3.593481 6.689669 -0.078214 -0.207502 -0.129289 0.203597 0
XIAN 34.3686719884 109.2214915419 14 22.331199 2.079076 23.759612 -14.251566 0.962807 15.214373 -0.662465 0
XMAS -10.4496021697 105.6896120077 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
XMIS -10.4499649229 105.6885000880 205 4.841498 1.536331 5.192594 -0.526444 -0.037163 0.489281 -0.078152 0
YAIG 18.8624353828 -99.0669370147 52 6.688717 3.476327 4.880144 -0.082795 0.163932 0.246727 0.709783 0
YAKA 62.0310069769 129.6810057426 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
YAKT 62.0309598916 129.6803035330 283 9.357383 2.949733 9.475069 -0.425255 -0.517957 -0.092702 0.117467 0
YAKZ 62.0310069022 129.6810061530 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
YAR1 -29.0465586676 115.3469737212 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
YAR2 -29.0465547195 115.3469767707 308 4.602815 1.845704 4.372439 -0.091326 0.295893 0.387219 0.322191 0
YAR3 -29.0464912717 115.3471544525 8 7.657457 1.079974 8.344338 11.774812 -1.406443 -13.181255 -0.594024 0
YARR -29.0465901745 115.3469734252 145 5.170360 1.712230 5.001519 -0.734308 0.110366 0.844674 0.262580 0
YBHB 41.7316558598 -122.7107340638 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
YEBE 40.5249007153 -3.0886259216 308 4.765597 2.210705 3.798012 0.297290 0.308062 0.010772 0.625194 0
YELL 62.4808941462 -114.4807005594 309 17.243597 3.199884 19.023713 6.391084 -0.907330 -7.298414 -0.492236 0
YESX 28.3783365349 -108.9196378180 129 4.354520 2.507728 4.219747 -0.752237 0.091510 0.843748 0.340857 0
YIBL 22.1864596195 56.1123351158 172 6.056447 1.209652 6.374200 1.968936 0.072058 -1.896878 -0.169707 0
YKRO 6.8705600887 -5.2400932072 76 10.713786 4.261032 9.517640 -0.961998 -0.541813 0.420185 0.463904 0
YOU1 43.2312553390 -78.9701686238 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
YRCM 30.9915698522 34.9282689824 21 6.906551 1.693224 6.591261 3.346573 0.642120 -2.704453 0.304538 0
YSSK 47.0297349188 142.7167202275 281 5.582205 2.155539 5.661776 0.862942 -0.508676 -1.371618 0.155895 0
ZAMB -15.4255407986 28.3110122045 168 6.221133 5.062489 4.288234 0.443425 -0.510342 -0.953767 0.729373 0
ZECK 43.7883928058 41.5650660420 275 8.354700 3.500279 7.174152 1.581803 0.188781 -1.393022 0.522923 0
ZIMJ 46.8771398733 7.4651019909 1 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
ZIMM 46.8770971338 7.4652761630 309 6.002208 2.466022 4.737722 1.254856 0.183489 -1.071367 0.664178 0
ZIMZ 46.8771464668 7.4651456611 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
ZWEN 55.6992822489 36.7586248141 2 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
