Station_code Lat Lon no_of_data_points rms_gps rms_grace rms_diff slope_gps slope_grace slope_diff corr_coeff error_message
KRTV 50.7139505361 78.6190637763 281 10.150854 2.718131 10.187229 1.803672 -0.231370 -2.035042 0.120480 0
KSMV 35.9553731162 140.6576748866 184 25.959974 1.559812 25.862883 -2.038753 -0.294001 1.744752 0.092172 0
KSTU 55.9932500464 92.7938300264 56 8.962501 3.101507 7.721807 0.078106 -1.080501 -1.158607 0.545368 0
KULU 65.5793336620 -37.1493537541 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
KUMT 41.8635212548 78.1903851399 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
KUNM 25.0295388145 102.7971955663 309 8.893606 4.409656 7.609862 -1.432200 0.239524 1.671724 0.518022 0
KUUJ 55.2783612227 -77.7454351069 129 15.781853 2.737181 17.707735 11.979602 -1.738909 -13.718511 -0.659812 0
KUWT 29.3249692553 47.9714955707 141 5.508165 1.937193 5.563301 -0.146760 0.782640 0.929400 0.147244 0
KWJ1 8.7222052823 167.7302431392 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
KYW1 24.5822724340 -81.6530327027 156 3.698871 2.058918 4.275843 0.179985 0.617590 0.437605 -0.023769 0
KYW2 24.5823077438 -81.6527951501 24 9.402515 2.580152 9.326756 0.877731 1.107994 0.230263 0.166450 0
LAE1 -6.6737081717 146.9931874677 140 11.951498 2.432871 11.134088 -6.922376 -0.637898 6.284478 0.426277 0
LAMA 53.8923999264 20.6699413861 296 7.892296 2.418246 7.210556 1.535605 -0.163932 -1.699537 0.422942 0
LAMP 35.4997742491 12.6056566053 264 4.308768 2.129083 3.726049 0.658560 0.027255 -0.631305 0.502251 0
LAMT 41.0045183230 -73.9089091663 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
LAND 35.8997887940 -120.4732801183 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
LANS 42.6738839277 -84.6633081755 49 5.400026 2.215681 4.871605 -1.757470 -0.595711 1.161759 0.431977 0
LAPC 34.1819205792 -118.5746474480 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
LARD 27.5138691803 -99.4479280492 15 3.947550 1.008047 4.508803 -18.954198 2.945120 21.899317 -0.468673 0
LASC 33.9279412441 -118.3065032767 55 5.191373 1.888851 5.297104 -2.830820 -0.009762 2.821058 0.125376 0
LAUG 34.1149860925 35.6743702516 132 5.595919 2.093453 5.126576 1.027838 -0.159821 -1.187659 0.401846 0
LAUT -17.6088134885 177.4465804871 274 6.833855 1.307276 6.611491 -1.740524 -0.009563 1.730961 0.262976 0
LBC1 33.8320682456 -118.1371796622 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
LBC2 33.7916076297 -118.1732381987 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
LBCH 33.7877681939 -118.2033385407 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
LDES 34.2673393263 -116.4328026672 8 4.426096 1.208285 4.210524 19.049707 4.393298 -14.656408 0.310562 0
LDSW 34.6994273921 -116.2091408371 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
LEEP 34.1345995313 -118.3217502135 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
LEIJ 51.3539809525 12.3740995544 1 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
LFRS 34.0950696757 -118.4128235057 44 5.216109 1.741756 5.218827 -1.283143 0.187084 1.470227 0.165398 0
LHAS 29.6573401294 91.1039885022 151 5.246130 3.855186 4.167346 0.845756 0.810456 -0.035300 0.618487 0
LHAV 31.3778216706 34.8663084183 38 6.452220 2.117997 5.327051 -0.162792 0.084266 0.247058 0.649051 0
LHAZ 29.6573321143 91.1040258050 305 7.346502 4.356609 5.077621 2.016605 0.858699 -1.157906 0.736880 0
LHCL -38.0026599829 -65.5952472197 110 5.853501 2.443942 5.397576 0.988975 0.949651 -0.039324 0.388047 0
LHUE 21.9845611529 -159.3392528243 61 5.123755 1.974410 4.724663 -0.074464 0.862639 0.937103 0.386932 0
LIND 36.3599569036 -119.0579034182 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
LINZ 48.3097836392 14.2830634119 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
LKHU 29.9134607304 -95.1457547298 233 8.967380 2.810220 9.353465 -2.704760 0.384583 3.089343 0.016348 0
LKTH -51.6984106534 -57.8507426122 80 3.907405 1.211884 4.203836 0.919542 -0.007455 -0.926997 -0.098806 0
LKWY 44.5650770644 -110.4002182780 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
LLAS 34.5859746556 -117.8379296396 2 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
LLIV 42.4781267330 1.9730505432 2 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
LMNO 36.6854466858 -97.4807361496 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
LMUT 40.2614208225 -111.9283130034 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
LONG 34.1118984805 -118.0034055723 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
LORS 34.1333262940 -117.7540677004 8 2.731665 1.151263 3.131110 -3.609084 4.576575 8.185658 -0.161604 0
LOWS 35.8287088515 -120.5942832264 28 4.545102 1.818415 4.893678 -0.319233 0.301949 0.621181 0.000998 0
LPAL 28.7638724459 -17.8938272834 51 5.909151 2.050728 6.050723 0.054895 -0.156077 -0.210972 0.103659 0
LPGS -34.9067453218 -57.9322995258 304 7.012204 2.355777 5.912940 1.825495 0.422072 -1.403423 0.598027 0
LPHS 34.0267684266 -117.9567171597 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
LROC 46.1589430060 -1.2193155582 1 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
LUBB 33.5354197384 -101.8428318619 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
LUMC 29.2549002295 -90.6614956380 27 9.884036 1.690304 9.271276 -20.831989 -1.814943 19.017045 0.436784 0
LUTZ 37.2868503121 -121.8652226481 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
LVMS 34.7336051257 -119.1036839952 11 4.495792 1.376110 4.449559 -0.270957 -0.173485 0.097472 0.186468 0
LWN0 -81.3459405436 152.7316098924 6 1.909540 0.304314 2.136009 1.547324 0.008894 -1.538430 -0.708643 0
MAC1 -54.4995310456 158.9358326618 295 5.214620 1.421412 5.569408 -1.394393 0.188913 1.583306 -0.121802 0
MAD2 40.4291618825 -4.2496590675 284 6.477107 2.396421 5.937322 -0.162894 0.354899 0.517794 0.400852 0
MADR 40.4291616275 -4.2496592027 309 10.039648 2.369391 9.629258 0.120633 0.356011 0.235378 0.287666 0
MAG0 59.5757541575 150.7700209019 131 4.096710 2.270972 4.394514 1.719517 -0.648783 -2.368300 0.141269 0
MAJU 7.1191488484 171.3645199038 78 41.784146 2.867552 41.462788 13.796506 -0.925828 -14.722334 0.145950 0
MAL2 -2.9960546114 40.1941439950 99 3.248465 1.647664 3.742737 -0.306984 0.296829 0.603813 -0.069199 0
MALD 4.1886825972 73.5262854585 102 7.321755 1.760935 7.011966 -1.350035 0.069091 1.419126 0.292455 0
MALI -2.9959114738 40.1943946847 212 7.251715 1.895667 6.999394 -2.129874 -0.001602 2.128273 0.261493 0
MANA 12.1489383938 -86.2489938933 257 8.386026 3.607919 7.788648 -2.593430 -0.039405 2.554025 0.374792 0
MANZ 19.0638654204 -104.2981458374 74 21.879001 2.899445 21.292305 14.123583 0.222390 -13.901193 0.265895 0
MAR6 60.5951438515 17.2585265733 299 21.003329 2.340522 22.379545 7.999544 -0.654802 -8.654346 -0.551542 0
MARA 10.6739796460 -71.6244300417 1 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
MARS 43.2787691533 5.3537862525 56 6.213684 1.883232 6.303009 0.186402 0.560686 0.374284 0.103767 0
MAS1 27.7637410016 -15.6332760093 309 3.949057 1.813205 4.809371 -0.929273 0.182012 1.111285 -0.296579 0
MASP 27.7638294521 -15.6332778467 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
MAT1 40.6490623176 16.7045465717 309 7.104592 2.735651 6.215534 0.655820 -0.074142 -0.729962 0.497182 0
MAT2 33.8567595048 -117.4366959677 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
MATE 40.6491311527 16.7044586114 309 5.314789 2.735474 4.005273 0.302228 -0.074204 -0.376432 0.677086 0
MATG 40.6490219011 16.7046473841 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
MATH 33.8566843384 -117.4368111107 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
MAUI 20.7066545171 -156.2570241969 297 3.340540 1.791443 3.611884 -0.566062 -0.173414 0.392648 0.110519 0
MAW1 -67.6047665451 62.8707154322 297 4.086434 3.015599 4.359438 -0.293632 -0.984362 -0.690730 0.275422 0
MAWY 44.9734283190 -110.6892999505 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
MBAR -0.6014690957 30.7378761391 200 4.383129 2.954166 4.025520 -0.211621 -0.456497 -0.244876 0.453107 0
MCD1 27.8498216192 -82.5323198893 154 3.815442 2.131235 4.445686 -0.585954 0.613486 1.199440 -0.040851 0
MCIL 24.2900940438 153.9786608838 136 3.178723 1.245254 3.220513 -0.210480 -0.139902 0.070578 0.162093 0
MCM0 -77.8478407039 166.6737696918 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
MCM1 -77.8486464822 166.6753138796 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
MCM4 -77.8383491903 166.6693275004 309 7.603009 1.488002 7.385672 -1.316865 0.181512 1.498377 0.241828 0
MCN1 32.6953238369 -83.5605541117 12 5.386290 1.255823 5.851090 -3.263361 0.568497 3.831859 -0.269509 0
MDMT 42.4183408403 -121.2216024594 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
MDO1 30.6805112592 -104.0149927243 309 5.633026 1.752390 5.748940 -0.986567 0.085741 1.072308 0.088719 0
MDVJ 56.0214925392 37.2145047429 301 29.723714 3.442415 29.611279 1.334359 -0.112172 -1.446531 0.090507 0
MDVO 56.0274801841 37.2235859731 14 44.526829 3.447346 45.462203 -9.830462 -19.208590 -9.378128 -0.235471 0
MEDI 44.5199570735 11.6468145352 303 6.538210 2.581496 5.549329 -1.365916 -0.004450 1.361466 0.551513 0
MEM2 35.4657075275 -90.2060471229 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
MERS 36.5663886797 34.2558525811 244 6.807991 3.181921 6.099481 0.954639 0.516765 -0.437874 0.444771 0
METR 42.6847529735 -83.2427724019 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
METS 60.2174717805 24.3953191398 288 11.626794 2.910569 12.318590 3.024174 -0.589893 -3.614067 -0.119589 0
METZ 60.2174793768 24.3953288114 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
MHCB 37.3415326467 -121.6425757199 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
MHMS 33.9390542905 -118.2441305817 59 16.164795 1.763698 15.988285 -6.171716 0.090374 6.262090 0.154086 0
MIA1 25.7328095638 -80.1601694653 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
MIA3 25.7328098784 -80.1601709738 206 95.560352 2.275993 95.887790 -8.520022 0.417969 8.937991 -0.132204 0
MIA4 25.7327817060 -80.1604998735 44 183.811158 2.263651 183.437026 14.260432 0.492476 -13.767956 0.171268 0
MIDA 35.9219126123 -120.4588286747 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
MIG1 34.0382576303 -120.3513891379 99 5.779525 1.747506 5.698779 -0.538950 0.122607 0.661558 0.197065 0
MIKL 46.9727848172 31.9728411503 309 6.760417 3.346039 5.681846 0.136558 0.202459 0.065902 0.544102 0
MIL1 43.0025364065 -87.8884465145 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
MINS 37.6537636909 -119.0608972056 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
MIZU 39.1351696740 141.1328267381 302 20.051041 2.210641 20.876311 -4.561218 0.071178 4.632396 -0.325875 0
MJPK 33.7144823451 -117.5504727630 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
MKEA 19.8013535471 -155.4563396362 307 7.159781 1.697788 6.968436 -2.444785 -0.132379 2.312406 0.229761 0
MLF1 32.0902606974 -87.3918120845 15 6.001143 3.843942 5.099716 -1.520402 -2.716778 -1.196376 0.537161 0
MLFP 33.9184025024 -117.3179553193 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
MNP1 41.0671093675 -71.8604449489 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
MOB1 30.2275185211 -88.0241036344 163 11.384279 2.422335 11.794229 -1.673703 0.341477 2.015180 -0.065895 0
MOBN 55.1148786896 36.5695236811 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
MOBS -37.8294096938 144.9753383197 284 5.343960 2.194504 5.652510 -0.874335 0.460333 1.334668 0.060666 0
MOIN 9.9871076453 -83.0939861241 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
MOJM 35.3315098495 -116.8881513479 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
MOLA 37.9465741345 -122.4199210610 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
MONP 32.8919385668 -116.4223454433 61 7.626296 1.857278 7.176240 -1.214131 0.022502 1.236633 0.356938 0
MOPI 48.3727263036 17.2738763747 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
MORP 55.2127903300 -1.6854962886 283 6.877641 1.725824 6.636195 1.755921 0.231074 -1.524847 0.262912 0
MPWD 34.2955099166 -118.8780128624 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
MQZG -43.7027327232 172.6546981378 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
MSAI -1.3264181211 99.0894814505 110 17.793695 2.118153 16.345172 -11.101384 -0.957172 10.144213 0.715546 0
MSKU -1.6316008435 13.5519987692 104 12.050751 2.331544 12.026152 5.538470 0.199679 -5.338791 0.107278 0
MTBG 47.7378697100 16.4042497162 1 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
MTJO -43.9857041702 170.4649410130 284 21.093887 1.849169 20.689775 2.007689 0.385275 -1.622414 0.260276 0
MTKA 35.6795150487 139.5613847883 233 5.004563 1.540711 5.220715 0.090741 -0.266934 -0.357676 0.010607 0
MUSD 34.2616025780 -119.0960475507 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
MVFD 33.2108715523 -116.5253102259 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
NAGA 27.6927207753 85.5212154837 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
NAIN 56.5369757767 -61.6887171858 1 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
NAMA 19.2114246320 42.0446464898 55 5.205505 1.523097 5.058223 -1.910348 0.031959 1.942307 0.241628 0
NANO 49.2948110777 -124.0864781857 1 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
NAUR -0.5517303477 166.9255496145 217 34.593573 1.385534 34.613425 6.449222 -0.157827 -6.607049 0.005694 0
NBPS 34.5086226159 -116.1481714895 2 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
NBR2 35.1749791377 -77.0498190142 2 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
NDBC 30.3562809498 -89.6102770650 105 546.305268 2.290068 546.109739 52.697555 0.376243 -52.321312 0.087462 0
NDS1 37.3015355539 -95.6014899592 37 6.107565 3.009673 5.128433 1.363058 0.228119 -1.134939 0.545640 0
NDSK 37.3807785350 -95.6382359592 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
NEAH 48.2978552997 -124.6249066372 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
NEB1 46.3213658822 -84.1506614252 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
NEB2 46.3215004736 -84.1511160975 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
NEB3 46.3213006209 -84.1504123763 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
NETP 29.7911557261 -95.3342208314 248 8.299310 2.791228 8.367393 -1.122640 0.364356 1.486996 0.143669 0
NETT -43.7561246322 170.0612189949 255 47.840041 1.837622 47.562972 5.216350 0.380601 -4.835749 0.169545 0
NEWP 44.5850248856 -124.0618865064 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
NEWS 39.6856171231 -117.5089348987 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
NICO 35.1409862610 33.3964458226 258 6.163527 2.654436 5.171178 0.777562 0.282926 -0.494636 0.559085 0
NISU 39.9954250565 -105.2622522342 183 4.412803 2.489934 3.766920 -0.702264 -0.096909 0.605355 0.522540 0
NIUM -19.0765261678 -169.9270686298 56 5.427563 1.403258 5.075693 0.752565 -0.205508 -0.958073 0.371895 0
NJI2 40.7414828383 -74.1777062720 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
NKLG 0.3539065644 9.6721250376 300 9.473422 2.459788 9.769836 0.292552 -0.305361 -0.597912 0.007436 0
NLIB 41.7715909951 -91.5748946415 251 7.496831 2.572349 6.392629 -2.609641 -0.355481 2.254160 0.569208 0
NNOR -31.0487342799 116.1927187312 308 14.973589 1.776903 15.102720 -0.420470 0.341237 0.761707 -0.013651 0
NOCO 33.9197093138 -117.5695830488 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
NOPK 33.9797348465 -118.3480083803 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
NOR3 45.0685846425 -83.5686489189 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
NOT1 36.8758445930 14.9897875372 309 5.045690 2.124379 4.361975 -0.812567 -0.144595 0.667973 0.510551 0
NOTO 36.8761089972 14.9898083794 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
NOUM -22.2698515058 166.4102009229 162 4.837300 1.419285 4.785683 -1.487955 0.268476 1.756431 0.182876 0
NOVJ 55.0299248925 82.9091301721 147 10.130368 3.120503 9.261454 -1.582627 0.037980 1.620607 0.420529 0
NPLD 51.4209806425 -.3396369384 175 4.999899 1.968504 4.355347 0.829707 0.350089 -0.479618 0.503182 0
NPRI 41.5098472457 -71.3275386209 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
NRC1 45.4541624783 -75.6238277579 309 10.412004 2.782673 11.118295 3.390534 -0.630444 -4.020978 -0.128798 0
NRC2 45.4541623747 -75.6238271680 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
NRIF 30.0384189970 35.0360420125 32 5.294685 1.801977 5.613515 1.567322 0.617427 -0.949895 -0.012092 0
NRIL 69.3618332995 88.3597809878 280 7.851009 4.160536 7.129551 1.339220 -0.499023 -1.838243 0.430406 0
NRMD -22.2283262209 166.4848845255 26 3.722769 1.018600 3.402875 -0.028582 -0.397016 -0.368434 0.437366 0
NSSP 40.2264551462 44.5029268532 229 6.755966 3.385699 6.257615 0.326064 0.132205 -0.193859 0.392335 0
NSSS 32.5793146124 -116.9726810305 270 5.742019 1.693182 5.774567 -1.372091 0.031283 1.403374 0.128160 0
NTKA 49.5923627238 -126.6166119185 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
NTUS 1.3458019523 103.6799570614 279 9.731243 2.066498 9.840529 -3.062044 0.209475 3.271519 0.052997 0
NUNE 37.9631205665 -122.2462948744 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
NURK -1.9445508364 30.0896830354 4 0.542818 1.279935 1.672690 2.440488 -14.480667 -16.921155 -0.622510 0
NVSK 54.8406110587 83.2354445677 297 14.251358 3.417612 13.904101 0.606104 -0.399653 -1.005757 0.220275 0
NYA1 78.9295547676 11.8653094013 309 19.844761 2.864254 17.606171 7.675514 0.866280 -6.809234 0.809646 0
NYAL 78.9295843596 11.8650848642 250 26.413884 2.783029 24.785917 9.591117 0.996944 -8.594173 0.619617 0
OAES 34.1410052919 -116.0677356014 21 8.386181 1.353478 8.740151 -3.630750 -0.024480 3.606269 -0.186349 0
OAT2 34.3298903563 -118.6013749555 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
OATT 34.3300742219 -118.6012058461 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
OBE2 48.0861698806 11.2798702162 188 10.155371 2.452501 9.332717 1.365528 0.173106 -1.192423 0.442597 0
OBER 48.0861685542 11.2798650204 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
OBET 48.0843229380 11.2775585306 87 89.540058 2.614131 89.032507 -11.229165 -0.337206 10.891959 0.208204 0
ODS5 31.8739253837 -102.3151634876 8 6.072788 1.542947 5.417746 -42.307834 -9.363950 32.943884 0.528681 0
OFWY 44.4517753755 -110.8318653172 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
OGHS 33.1306063066 -117.0417656219 62 6.478861 1.713307 6.177045 -2.056207 -0.065325 1.990881 0.304280 0
OHI2 -63.3210809863 -57.9013321380 301 16.680863 3.942678 14.539264 4.453497 1.456857 -2.996640 0.626495 0
OHI3 -63.3210922627 -57.9013853163 275 15.617883 3.840219 13.156844 5.018213 1.469595 -3.548618 0.713309 0
OHIG -63.3207233499 -57.9003403233 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
OHIZ -63.3209575781 -57.9001595600 17 37.576589 1.187777 37.314009 -3.770778 0.052747 3.823526 0.236101 0
OKEE 42.9138628248 -82.5948731912 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
OKOM 34.0902637389 -88.8624794588 10 693.350996 3.366015 691.517021 -664.732149 -3.692106 661.040042 0.546557 0
OKSO 53.3564632094 -168.1620459910 18 68.555906 1.347615 68.439919 -44.397552 -0.341538 44.056014 0.095824 0
ONSA 57.3952984831 11.9255165219 309 9.265870 1.894839 9.611422 3.154393 -0.289302 -3.443695 -0.083517 0
OPBL 34.3698828842 -115.9180561110 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
OPCL 34.4277163917 -116.3054559233 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
OPCP 34.3671296966 -116.0833713008 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
OPCX 34.4300826614 -116.1494830084 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
OPMT 48.8359209339 2.3349401849 17 3.201791 1.593635 3.090855 0.662456 0.629833 -0.032623 0.317272 0
OPRD 34.5330317975 -116.2922778554 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
ORES 34.7390583932 -120.2785554869 59 14.124511 1.572144 14.156188 -7.911999 0.092458 8.004457 0.035481 0
ORID 41.1273116485 20.7940502995 187 6.698191 3.207037 5.585959 0.263724 0.263191 -0.000533 0.557412 0
ORO_ 44.9020408195 -68.6686730288 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
ORRO -35.6364190869 148.9394615325 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
ORVB 39.5546276723 -121.5002884073 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
OS0G 57.3952981380 11.9255157879 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
OSLO 59.7365861278 10.3677558656 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
OSN1 37.0775671495 127.0240342254 55 767.071898 1.942561 767.495500 166.794398 -0.288915 -167.083313 -0.216857 0
OUS2 -45.8694741701 170.5109323359 302 4.118472 1.720488 4.422763 -0.581329 0.354626 0.935955 0.025477 0
OUSD -45.8695009581 170.5109196817 205 5.101615 1.709575 5.252086 -0.378978 0.303728 0.682706 0.078238 0
OVLS 34.3273583272 -119.1419439616 58 5.594256 1.728237 5.594905 -1.315506 0.053506 1.369012 0.154090 0
OXMT 37.4993640190 -122.4243186340 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P003 32.7225443902 -114.0049522060 24 6.254010 2.140150 5.908921 2.979401 0.217823 -2.761578 0.327899 0
P011 36.1498276343 -109.5192288647 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P015 34.2638103971 -110.0094861282 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P026 32.6589610585 -107.1948731991 30 4.699814 1.473812 5.294944 2.419643 -0.378661 -2.798304 -0.272575 0
P028 36.0316847626 -107.9084095914 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P034 34.9456195516 -106.4592670449 1 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P035 34.6013930374 -105.1836025279 1 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P036 36.4202742688 -105.2936542535 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P038 34.1472551543 -103.4073388994 2 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P039 36.4481129114 -103.1539550093 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P040 38.0714988083 -102.6869803151 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P059 38.9283466784 -123.7261988041 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P066 32.6165244222 -116.1697871491 155 7.845688 1.830429 7.739115 -2.260263 0.185461 2.445724 0.174479 0
P067 35.5517538421 -121.0029627033 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P107 35.1321801577 -107.8800210568 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P123 36.6351712608 -105.9108478441 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P157 40.2475468587 -124.3080747835 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P159 40.5047872590 -124.2827831075 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P171 36.4855251206 -121.7925210192 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P182 38.4950153865 -123.1812477567 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P189 38.9874491720 -123.3484310891 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P210 36.8161381890 -121.7318445201 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P212 36.9620110189 -121.8627359797 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P231 36.6216774176 -121.9054123815 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P278 35.7112526405 -121.0607565551 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P284 35.9332610734 -120.9068464105 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P295 35.6970779363 -120.8423852338 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P312 39.5291789864 -123.6983770838 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P471 33.5621255052 -117.5408677257 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P472 32.8892089326 -117.1046952716 87 4.131131 1.875337 3.875134 -0.062135 0.311965 0.374099 0.359254 0
P473 32.7337757079 -116.9495151154 149 5.176214 1.809688 5.385040 -1.693938 0.298870 1.992807 0.057087 0
P474 33.3551926549 -117.2486920328 1 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P476 33.4396494870 -117.1896784277 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P477 33.5028013584 -117.1133734892 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P478 33.2357147519 -117.0715907237 5 3.979499 1.947848 2.844579 1.680396 0.477199 -1.203197 0.744305 0
P479 33.4933178773 -116.7829315789 0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1
P480 32.9759955526 -116.3485354651 22 6.894641 1.907724 6.599093 2.546563 0.558672 -1.987891 0.289950 0
