     27.00     26.00   -0.351   -0.120   -3.623   0.106   0.084   0.473
     27.00     27.00   -0.325   -0.226   -3.184   0.106   0.084   0.473
     27.00     28.00   -0.336   -0.284   -2.683   0.106   0.084   0.472
     27.00     29.00   -0.384   -0.309   -2.222   0.106   0.084   0.472
     27.00     30.00   -0.457   -0.324   -1.852   0.106   0.084   0.472
     27.00     31.00   -0.515   -0.353   -1.547   0.106   0.084   0.473
     27.00     32.00   -0.502   -0.410   -1.202   0.106   0.084   0.473
     27.00     33.00   -0.372   -0.474   -0.681   0.106   0.084   0.473
     28.00     23.00   -0.664    0.472   -2.849   0.107   0.085   0.475
     28.00     24.00   -0.624    0.306   -3.520   0.107   0.085   0.475
     28.00     25.00   -0.582    0.108   -3.807   0.107   0.084   0.475
     28.00     26.00   -0.533   -0.066   -3.754   0.107   0.084   0.475
     28.00     27.00   -0.485   -0.198   -3.475   0.107   0.084   0.475
     28.00     28.00   -0.456   -0.297   -3.048   0.107   0.085   0.475
     28.00     29.00   -0.463   -0.367   -2.513   0.107   0.085   0.475
     28.00     30.00   -0.503   -0.401   -1.910   0.107   0.084   0.475
     28.00     31.00   -0.539   -0.390   -1.315   0.107   0.084   0.475
     28.00     32.00   -0.512   -0.335   -0.819   0.107   0.084   0.475
     28.00     33.00   -0.368   -0.248   -0.487   0.107   0.084   0.475
     29.00     23.00   -0.690    0.473   -2.443   0.107   0.085   0.477
     29.00     24.00   -0.732    0.306   -3.079   0.107   0.085   0.477
     29.00     25.00   -0.761    0.123   -3.354   0.107   0.085   0.477
     29.00     26.00   -0.762   -0.029   -3.361   0.107   0.085   0.477
     29.00     27.00   -0.733   -0.155   -3.203   0.107   0.085   0.477
     29.00     28.00   -0.692   -0.273   -2.888   0.107   0.085   0.477
     29.00     29.00   -0.664   -0.379   -2.353   0.107   0.085   0.477
     29.00     30.00   -0.655   -0.434   -1.604   0.107   0.085   0.477
     29.00     31.00   -0.644   -0.392   -0.801   0.107   0.085   0.477
     29.00     32.00   -0.587   -0.242   -0.225   0.107   0.085   0.477
     29.00     33.00   -0.450   -0.026   -0.120   0.107   0.085   0.477
     30.00     23.00   -0.718    0.392   -2.095   0.107   0.086   0.479
     30.00     24.00   -0.813    0.226   -2.472   0.107   0.086   0.479
     30.00     25.00   -0.890    0.073   -2.519   0.107   0.086   0.479
     30.00     26.00   -0.926   -0.034   -2.405   0.107   0.086   0.479
     30.00     27.00   -0.915   -0.120   -2.256   0.107   0.086   0.479
     30.00     28.00   -0.867   -0.223   -2.026   0.107   0.086   0.479
     30.00     29.00   -0.804   -0.338   -1.565   0.107   0.086   0.479
     30.00     30.00   -0.741   -0.403   -0.823   0.107   0.086   0.479
     30.00     31.00   -0.677   -0.342    0.006   0.107   0.086   0.479
     30.00     32.00   -0.597   -0.138    0.538   0.107   0.086   0.479
     30.00     33.00   -0.493    0.143    0.430   0.107   0.086   0.479
     31.00     23.00   -0.756    0.272   -1.652   0.107   0.087   0.481
     31.00     24.00   -0.851    0.118   -1.720   0.107   0.087   0.481
     31.00     25.00   -0.918    0.004   -1.498   0.107   0.087   0.481
     31.00     26.00   -0.941   -0.047   -1.221   0.107   0.087   0.481
     31.00     27.00   -0.915   -0.079   -1.047   0.107   0.087   0.481
     31.00     28.00   -0.849   -0.147   -0.911   0.107   0.087   0.481
     31.00     29.00   -0.758   -0.249   -0.602   0.107   0.087   0.481
     31.00     30.00   -0.659   -0.313   -0.016   0.107   0.087   0.481
     31.00     31.00   -0.564   -0.253    0.672   0.107   0.087   0.481
     31.00     32.00   -0.482   -0.046    1.069   0.107   0.087   0.481
     31.00     33.00   -0.425    0.229    0.834   0.107   0.087   0.481
     32.00     23.00   -0.771    0.162   -1.065   0.107   0.088   0.483
     32.00     24.00   -0.835    0.039   -0.925   0.107   0.088   0.483
     32.00     25.00   -0.856   -0.027   -0.568   0.107   0.088   0.483
     32.00     26.00   -0.831   -0.025   -0.248   0.107   0.088   0.483
     32.00     27.00   -0.769   -0.009   -0.132   0.107   0.088   0.483
     32.00     28.00   -0.680   -0.044   -0.139   0.107   0.088   0.483
     32.00     29.00   -0.577   -0.133   -0.030   0.107   0.088   0.483
     32.00     30.00   -0.475   -0.200    0.340   0.107   0.088   0.483
     32.00     31.00   -0.385   -0.156    0.830   0.107   0.088   0.483
     32.00     32.00   -0.322    0.019    1.088   0.107   0.088   0.483
     32.00     33.00   -0.302    0.244    0.823   0.107   0.088   0.483
     33.00     23.00   -0.751    0.073   -0.420   0.108   0.089   0.485
     33.00     24.00   -0.789    0.007   -0.176   0.108   0.089   0.485
     33.00     25.00   -0.768    0.001    0.155   0.108   0.089   0.486
     33.00     26.00   -0.699    0.052    0.352   0.108   0.089   0.486
     33.00     27.00   -0.602    0.096    0.293   0.108   0.089   0.485
     33.00     28.00   -0.500    0.072    0.095   0.108   0.089   0.485
     33.00     29.00   -0.404   -0.021    0.020   0.108   0.089   0.485
     33.00     30.00   -0.325   -0.104    0.222   0.108   0.089   0.485
     33.00     31.00   -0.267   -0.086    0.578   0.108   0.089   0.485
     33.00     32.00   -0.234    0.053    0.759   0.108   0.089   0.485
     33.00     33.00   -0.230    0.231    0.511   0.108   0.089   0.485
