site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu
USUD 96JAN01 1996.0000 50083  834 1  138.4  -3416 -0.530693   4000312  0.712746  1508  0.614067 -0.0350 0.000672 0.000766 0.003009 -0.112379  0.267097 -0.293070
USUD 96JAN13 1996.0329 50095  835 6  138.4  -3416 -0.531835   4000312  0.710902  1508  0.605617 -0.0350 0.000687 0.000758 0.003017 -0.128154  0.337975 -0.239813
USUD 96JAN14 1996.0356 50096  836 0  138.4  -3416 -0.535759   4000312  0.707624  1508  0.586765 -0.0350 0.000696 0.000763 0.003008 -0.158309  0.275223 -0.234909
USUD 96JAN15 1996.0383 50097  836 1  138.4  -3416 -0.530540   4000312  0.708663  1508  0.579983 -0.0350 0.000707 0.000754 0.003032 -0.161324  0.328440 -0.268526
USUD 96JAN16 1996.0411 50098  836 2  138.4  -3416 -0.528702   4000312  0.712346  1508  0.609805 -0.0350 0.000679 0.000774 0.003000 -0.090199  0.333975 -0.239978
USUD 96JAN17 1996.0438 50099  836 3  138.4  -3416 -0.528990   4000312  0.712026  1508  0.614967 -0.0350 0.000682 0.000771 0.003094 -0.117683  0.301559 -0.285109
USUD 96JAN18 1996.0465 50100  836 4  138.4  -3416 -0.526547   4000312  0.711523  1508  0.623983 -0.0350 0.000682 0.000741 0.002941 -0.131518  0.332830 -0.253250
USUD 96JAN19 1996.0493 50101  836 5  138.4  -3416 -0.535417   4000312  0.710470  1508  0.616796 -0.0350 0.000697 0.000752 0.002971 -0.160736  0.318983 -0.202996
USUD 96JAN20 1996.0520 50102  836 6  138.4  -3416 -0.532787   4000312  0.709462  1508  0.598998 -0.0350 0.000704 0.000758 0.002982 -0.152693  0.346340 -0.210747
USUD 96JAN21 1996.0548 50103  837 0  138.4  -3416 -0.527730   4000312  0.711327  1508  0.607444 -0.0350 0.000689 0.000739 0.002966 -0.130182  0.353461 -0.236195
USUD 96JAN22 1996.0575 50104  837 1  138.4  -3416 -0.528530   4000312  0.711193  1508  0.606964 -0.0350 0.000695 0.000759 0.002982 -0.144985  0.303838 -0.261964
USUD 96JAN23 1996.0602 50105  837 2  138.4  -3416 -0.524949   4000312  0.712599  1508  0.614450 -0.0350 0.000700 0.000762 0.003020 -0.138005  0.317430 -0.267014
USUD 96JAN24 1996.0630 50106  837 3  138.4  -3416 -0.527692   4000312  0.710580  1508  0.600732 -0.0350 0.000685 0.000747 0.002936 -0.124235  0.306613 -0.232775
USUD 96JAN25 1996.0657 50107  837 4  138.4  -3416 -0.533358   4000312  0.708190  1508  0.598735 -0.0350 0.000705 0.000752 0.002965 -0.166945  0.332091 -0.207766
USUD 96JAN26 1996.0684 50108  837 5  138.4  -3416 -0.523308   4000312  0.711165  1508  0.607461 -0.0350 0.000715 0.000783 0.003191 -0.145079  0.326513 -0.283447
USUD 96JAN27 1996.0712 50109  837 6  138.4  -3416 -0.528895   4000312  0.710432  1508  0.610538 -0.0350 0.000692 0.000765 0.003077 -0.118664  0.306249 -0.238239
USUD 96JAN28 1996.0739 50110  838 0  138.4  -3416 -0.525254   4000312  0.713495  1508  0.612060 -0.0350 0.000681 0.000747 0.002966 -0.131976  0.322279 -0.239133
USUD 96JAN29 1996.0767 50111  838 1  138.4  -3416 -0.531873   4000312  0.716858  1508  0.593128 -0.0350 0.000690 0.000737 0.002972 -0.129196  0.335117 -0.252682
USUD 96JAN30 1996.0794 50112  838 2  138.4  -3416 -0.526385   4000312  0.711985  1508  0.606335 -0.0350 0.000710 0.000789 0.003050 -0.134937  0.321924 -0.227316
USUD 96JAN31 1996.0821 50113  838 3  138.4  -3416 -0.529922   4000312  0.709337  1508  0.585914 -0.0350 0.000694 0.000755 0.002963 -0.167220  0.339686 -0.261943
USUD 96FEB01 1996.0849 50114  838 4  138.4  -3416 -0.527438   4000312  0.710585  1508  0.598344 -0.0350 0.000691 0.000761 0.002977 -0.107094  0.343008 -0.238021
USUD 96FEB02 1996.0876 50115  838 5  138.4  -3416 -0.525462   4000312  0.712649  1508  0.606877 -0.0350 0.000685 0.000765 0.002952 -0.161419  0.326719 -0.259574
USUD 96FEB03 1996.0903 50116  838 6  138.4  -3416 -0.528662   4000312  0.714670  1508  0.612716 -0.0350 0.000691 0.000752 0.002970 -0.138700  0.338461 -0.233322
USUD 96FEB04 1996.0931 50117  839 0  138.4  -3416 -0.528694   4000312  0.714834  1508  0.611848 -0.0350 0.000685 0.000750 0.002956 -0.140962  0.335438 -0.258739
USUD 96FEB05 1996.0958 50118  839 1  138.4  -3416 -0.529529   4000312  0.712482  1508  0.584662 -0.0350 0.000684 0.000748 0.002944 -0.122004  0.336823 -0.237537
USUD 96FEB06 1996.0986 50119  839 2  138.4  -3416 -0.526624   4000312  0.711065  1508  0.600843 -0.0350 0.000696 0.000769 0.003049 -0.134179  0.349282 -0.181069
USUD 96FEB07 1996.1013 50120  839 3  138.4  -3416 -0.531223   4000312  0.708942  1508  0.606366 -0.0350 0.000714 0.000759 0.003012 -0.146276  0.289203 -0.223206
USUD 96FEB08 1996.1040 50121  839 4  138.4  -3416 -0.531509   4000312  0.709588  1508  0.591109 -0.0350 0.000692 0.000756 0.002978 -0.126791  0.342673 -0.206396
USUD 96FEB09 1996.1068 50122  839 5  138.4  -3416 -0.522062   4000312  0.713889  1508  0.598313 -0.0350 0.000693 0.000756 0.002908 -0.137015  0.330142 -0.211730
USUD 96FEB10 1996.1095 50123  839 6  138.4  -3416 -0.523608   4000312  0.712545  1508  0.607328 -0.0350 0.000684 0.000739 0.002887 -0.124562  0.314696 -0.252870
USUD 96FEB11 1996.1123 50124  840 0  138.4  -3416 -0.528932   4000312  0.709227  1508  0.615026 -0.0350 0.000684 0.000754 0.002869 -0.155269  0.317045 -0.225597
USUD 96FEB12 1996.1150 50125  840 1  138.4  -3416 -0.534714   4000312  0.710559  1508  0.616092 -0.0350 0.000681 0.000740 0.002880 -0.157577  0.334962 -0.245147
USUD 96FEB13 1996.1177 50126  840 2  138.4  -3416 -0.535924   4000312  0.711630  1508  0.603058 -0.0350 0.000681 0.000748 0.002904 -0.139820  0.310014 -0.214366
USUD 96FEB14 1996.1205 50127  840 3  138.4  -3416 -0.535935   4000312  0.710039  1508  0.616174 -0.0350 0.000706 0.000765 0.002983 -0.134347  0.338081 -0.207016
USUD 96FEB15 1996.1232 50128  840 4  138.4  -3416 -0.527987   4000312  0.711868  1508  0.616769 -0.0350 0.000711 0.000757 0.002955 -0.138028  0.332005 -0.237814
USUD 96FEB16 1996.1259 50129  840 5  138.4  -3416 -0.532029   4000312  0.708803  1508  0.598454 -0.0350 0.000736 0.000765 0.002946 -0.193028  0.341860 -0.219681
USUD 96FEB17 1996.1287 50130  840 6  138.4  -3416 -0.531841   4000312  0.716136  1508  0.617918 -0.0350 0.000755 0.000876 0.003406 -0.067095  0.227877 -0.216584
USUD 96FEB18 1996.1314 50131  841 0  138.4  -3416 -0.536836   4000312  0.714157  1508  0.607771 -0.0350 0.000805 0.000938 0.003559 -0.114562  0.224756 -0.144432
USUD 96FEB19 1996.1342 50132  841 1  138.4  -3416 -0.535343   4000312  0.711960  1508  0.595997 -0.0350 0.000812 0.000939 0.003700 -0.061353  0.290346 -0.203697
USUD 96FEB20 1996.1369 50133  841 2  138.4  -3416 -0.536583   4000312  0.715444  1508  0.602467 -0.0350 0.000815 0.000938 0.003559 -0.088824  0.282134 -0.192429
USUD 96FEB21 1996.1396 50134  841 3  138.4  -3416 -0.534897   4000312  0.710381  1508  0.619897 -0.0350 0.000758 0.000873 0.003268 -0.107193  0.280803 -0.166515
USUD 96FEB22 1996.1424 50135  841 4  138.4  -3416 -0.535364   4000312  0.712540  1508  0.624695 -0.0350 0.000771 0.000865 0.003275 -0.130023  0.261508 -0.180121
USUD 96FEB23 1996.1451 50136  841 5  138.4  -3416 -0.532003   4000312  0.711850  1508  0.626938 -0.0350 0.000749 0.000906 0.003417 -0.089496  0.316540 -0.047815
USUD 96FEB24 1996.1478 50137  841 6  138.4  -3416 -0.534219   4000312  0.713085  1508  0.622487 -0.0350 0.000723 0.000786 0.003091 -0.123053  0.324061 -0.170974
USUD 96FEB25 1996.1506 50138  842 0  138.4  -3416 -0.532367   4000312  0.706014  1508  0.621165 -0.0350 0.000715 0.000798 0.003151 -0.094442  0.312415 -0.140239
USUD 96FEB26 1996.1533 50139  842 1  138.4  -3416 -0.531846   4000312  0.704388  1508  0.628735 -0.0350 0.000738 0.000813 0.003123 -0.141884  0.333185 -0.100868
USUD 96FEB27 1996.1561 50140  842 2  138.4  -3416 -0.540027   4000312  0.707783  1508  0.625789 -0.0350 0.000715 0.000803 0.002999 -0.163259  0.308407 -0.128967
USUD 96FEB28 1996.1588 50141  842 3  138.4  -3416 -0.531525   4000312  0.706089  1508  0.639242 -0.0350 0.000729 0.000795 0.003016 -0.153271  0.303272 -0.097934
USUD 96FEB29 1996.1615 50142  842 4  138.4  -3416 -0.533225   4000312  0.704010  1508  0.623603 -0.0350 0.000720 0.000789 0.002956 -0.211666  0.331843 -0.161915
USUD 96MAR01 1996.1643 50143  842 5  138.4  -3416 -0.534920   4000312  0.707770  1508  0.628532 -0.0350 0.000718 0.000818 0.003083 -0.160461  0.323623 -0.124446
USUD 96MAR02 1996.1670 50144  842 6  138.4  -3416 -0.535862   4000312  0.709672  1508  0.609266 -0.0350 0.000704 0.000777 0.002918 -0.196304  0.320935 -0.161275
USUD 96MAR03 1996.1697 50145  843 0  138.4  -3416 -0.535177   4000312  0.712398  1508  0.600815 -0.0350 0.000705 0.000752 0.002877 -0.170232  0.340540 -0.198161
USUD 96MAR04 1996.1725 50146  843 1  138.4  -3416 -0.532628   4000312  0.710125  1508  0.604791 -0.0350 0.000695 0.000763 0.002853 -0.174809  0.313047 -0.157426
USUD 96MAR05 1996.1752 50147  843 2  138.4  -3416 -0.537132   4000312  0.709701  1508  0.613616 -0.0350 0.000729 0.000780 0.002976 -0.169158  0.318347 -0.151483
USUD 96MAR06 1996.1780 50148  843 3  138.4  -3416 -0.536597   4000312  0.714002  1508  0.613395 -0.0350 0.000722 0.000788 0.002975 -0.142328  0.310148 -0.183012
USUD 96MAR07 1996.1807 50149  843 4  138.4  -3416 -0.540432   4000312  0.706258  1508  0.614780 -0.0350 0.000690 0.000802 0.003037 -0.131590  0.306060 -0.057566
USUD 96MAR08 1996.1834 50150  843 5  138.4  -3416 -0.530325   4000312  0.712708  1508  0.595003 -0.0350 0.000698 0.000744 0.002880 -0.158335  0.334713 -0.229653
USUD 96MAR09 1996.1862 50151  843 6  138.4  -3416 -0.527495   4000312  0.711694  1508  0.614431 -0.0350 0.000685 0.000739 0.002830 -0.134552  0.330428 -0.208339
USUD 96MAR10 1996.1889 50152  844 0  138.4  -3416 -0.530786   4000312  0.715314  1508  0.613914 -0.0350 0.000710 0.000764 0.002926 -0.157811  0.333913 -0.178930
USUD 96MAR11 1996.1916 50153  844 1  138.4  -3416 -0.532540   4000312  0.713126  1508  0.607303 -0.0350 0.000681 0.000753 0.002858 -0.148524  0.284114 -0.223404
USUD 96MAR12 1996.1944 50154  844 2  138.4  -3416 -0.536043   4000312  0.714321  1508  0.604567 -0.0350 0.000712 0.000764 0.002935 -0.169879  0.339743 -0.186287
USUD 96MAR13 1996.1971 50155  844 3  138.4  -3416 -0.533218   4000312  0.709747  1508  0.611386 -0.0350 0.000694 0.000772 0.002942 -0.134531  0.322933 -0.158009
USUD 96MAR14 1996.1999 50156  844 4  138.4  -3416 -0.531321   4000312  0.713896  1508  0.615103 -0.0350 0.000708 0.000748 0.002909 -0.154265  0.329982 -0.196156
USUD 96MAR15 1996.2026 50157  844 5  138.4  -3416 -0.529031   4000312  0.709315  1508  0.620566 -0.0350 0.000728 0.000807 0.003131 -0.133182  0.301107 -0.204361
USUD 96MAR16 1996.2053 50158  844 6  138.4  -3416 -0.527080   4000312  0.711075  1508  0.661439 -0.0350 0.000874 0.000899 0.004094 -0.182753  0.395676 -0.056805
USUD 96MAR17 1996.2081 50159  845 0  138.4  -3416 -0.529465   4000312  0.715615  1508  0.610146 -0.0350 0.000703 0.000741 0.002896 -0.139542  0.319295 -0.169221
USUD 96MAR18 1996.2108 50160  845 1  138.4  -3416 -0.525950   4000312  0.716130  1508  0.621393 -0.0350 0.000703 0.000746 0.002913 -0.147269  0.300890 -0.205590
USUD 96MAR19 1996.2136 50161  845 2  138.4  -3416 -0.528702   4000312  0.716920  1508  0.612885 -0.0350 0.000704 0.000739 0.002879 -0.126800  0.318295 -0.202584
USUD 96MAR20 1996.2163 50162  845 3  138.4  -3416 -0.528004   4000312  0.712450  1508  0.613251 -0.0350 0.000730 0.000813 0.003062 -0.186974  0.303085 -0.178533
USUD 96MAR21 1996.2190 50163  845 4  138.4  -3416 -0.531634   4000312  0.710363  1508  0.604123 -0.0350 0.000716 0.000782 0.002953 -0.173888  0.307359 -0.164005
USUD 96MAR22 1996.2218 50164  845 5  138.4  -3416 -0.528434   4000312  0.709378  1508  0.598335 -0.0350 0.000689 0.000765 0.002979 -0.140886  0.334628 -0.172366
USUD 96MAR23 1996.2245 50165  845 6  138.4  -3416 -0.530659   4000312  0.710382  1508  0.612666 -0.0350 0.000701 0.000763 0.002997 -0.132345  0.312561 -0.203778
USUD 96MAR24 1996.2272 50166  846 0  138.4  -3416 -0.527380   4000312  0.704122  1508  0.604455 -0.0350 0.000735 0.000794 0.003059 -0.186814  0.286727 -0.155830
USUD 96MAR25 1996.2300 50167  846 1  138.4  -3416 -0.529792   4000312  0.712770  1508  0.608686 -0.0350 0.000701 0.000751 0.002939 -0.131775  0.318672 -0.178925
USUD 96MAR26 1996.2327 50168  846 2  138.4  -3416 -0.528778   4000312  0.713448  1508  0.609479 -0.0350 0.000692 0.000741 0.002895 -0.122351  0.294169 -0.202737
USUD 96MAR27 1996.2355 50169  846 3  138.4  -3416 -0.528611   4000312  0.709357  1508  0.610752 -0.0350 0.000669 0.000732 0.002868 -0.119128  0.329673 -0.178841
USUD 96MAR28 1996.2382 50170  846 4  138.4  -3416 -0.528594   4000312  0.709328  1508  0.619002 -0.0350 0.000678 0.000735 0.002912 -0.132146  0.304206 -0.180849
USUD 96MAR29 1996.2409 50171  846 5  138.4  -3416 -0.528546   4000312  0.707375  1508  0.602066 -0.0350 0.000673 0.000731 0.002884 -0.135073  0.313244 -0.196964
USUD 96MAR30 1996.2437 50172  846 6  138.4  -3416 -0.533009   4000312  0.709018  1508  0.579905 -0.0350 0.000697 0.000757 0.003007 -0.126027  0.338194 -0.169356
USUD 96MAR31 1996.2464 50173  847 0  138.4  -3416 -0.532210   4000312  0.712424  1508  0.601285 -0.0350 0.000713 0.000751 0.002935 -0.149890  0.327034 -0.174477
USUD 96APR01 1996.2491 50174  847 1  138.4  -3416 -0.533060   4000312  0.712154  1508  0.609831 -0.0350 0.000688 0.000732 0.002870 -0.126171  0.325015 -0.204448
USUD 96APR02 1996.2519 50175  847 2  138.4  -3416 -0.532436   4000312  0.715571  1508  0.605313 -0.0350 0.000675 0.000742 0.002874 -0.123754  0.297552 -0.197351
USUD 96APR03 1996.2546 50176  847 3  138.4  -3416 -0.532280   4000312  0.713712  1508  0.606494 -0.0350 0.000681 0.000724 0.002932 -0.125783  0.311937 -0.199495
USUD 96APR04 1996.2574 50177  847 4  138.4  -3416 -0.532443   4000312  0.713419  1508  0.601746 -0.0350 0.000693 0.000743 0.002981 -0.138384  0.334158 -0.196887
USUD 96APR05 1996.2601 50178  847 5  138.4  -3416 -0.528395   4000312  0.713067  1508  0.609495 -0.0350 0.000720 0.000764 0.002987 -0.153302  0.345590 -0.147527
USUD 96APR06 1996.2628 50179  847 6  138.4  -3416 -0.529825   4000312  0.709439  1508  0.612464 -0.0350 0.000676 0.000728 0.002885 -0.100199  0.320018 -0.197336
USUD 96APR07 1996.2656 50180  848 0  138.4  -3416 -0.533031   4000312  0.711850  1508  0.610516 -0.0350 0.000676 0.000730 0.002918 -0.101103  0.338060 -0.218802
USUD 96APR08 1996.2683 50181  848 1  138.4  -3416 -0.531563   4000312  0.714713  1508  0.610149 -0.0350 0.000680 0.000732 0.002913 -0.135233  0.306374 -0.224672
USUD 96APR09 1996.2710 50182  848 2  138.4  -3416 -0.533296   4000312  0.718086  1508  0.604736 -0.0350 0.000671 0.000722 0.002897 -0.082216  0.315937 -0.229533
USUD 96APR10 1996.2738 50183  848 3  138.4  -3416 -0.529734   4000312  0.714073  1508  0.611423 -0.0350 0.000690 0.000759 0.003018 -0.115473  0.339107 -0.173195
USUD 96APR11 1996.2765 50184  848 4  138.4  -3416 -0.529098   4000312  0.711268  1508  0.608193 -0.0350 0.000692 0.000735 0.002962 -0.119290  0.349454 -0.182921
USUD 96APR12 1996.2793 50185  848 5  138.4  -3416 -0.528527   4000312  0.711542  1508  0.595709 -0.0350 0.000726 0.000794 0.003124 -0.175160  0.360801 -0.200929
USUD 96APR13 1996.2820 50186  848 6  138.4  -3416 -0.530646   4000312  0.713944  1508  0.600723 -0.0350 0.000718 0.000746 0.002965 -0.149701  0.340838 -0.210930
USUD 96APR14 1996.2847 50187  849 0  138.4  -3416 -0.529674   4000312  0.710354  1508  0.602934 -0.0350 0.000719 0.000743 0.002975 -0.141438  0.324267 -0.223885
USUD 96APR15 1996.2875 50188  849 1  138.4  -3416 -0.530796   4000312  0.710544  1508  0.608034 -0.0350 0.000706 0.000749 0.002995 -0.113759  0.353083 -0.190975
USUD 96APR16 1996.2902 50189  849 2  138.4  -3416 -0.532365   4000312  0.715453  1508  0.612368 -0.0350 0.000694 0.000735 0.002975 -0.116457  0.350233 -0.220459
USUD 96APR17 1996.2930 50190  849 3  138.4  -3416 -0.536187   4000312  0.711865  1508  0.591126 -0.0350 0.000716 0.000768 0.003086 -0.107312  0.333922 -0.181485
USUD 96APR18 1996.2957 50191  849 4  138.4  -3416 -0.528492   4000312  0.711105  1508  0.596709 -0.0350 0.000734 0.000780 0.003078 -0.181559  0.364728 -0.205254
USUD 96APR19 1996.2984 50192  849 5  138.4  -3416 -0.529400   4000312  0.713832  1508  0.598630 -0.0350 0.000708 0.000755 0.002999 -0.144957  0.365606 -0.246968
USUD 96APR20 1996.3012 50193  849 6  138.4  -3416 -0.527509   4000312  0.715403  1508  0.595208 -0.0350 0.000715 0.000754 0.002995 -0.160992  0.335603 -0.214563
USUD 96APR21 1996.3039 50194  850 0  138.4  -3416 -0.528099   4000312  0.711769  1508  0.601336 -0.0350 0.000746 0.000777 0.003145 -0.189968  0.395734 -0.230433
USUD 96APR22 1996.3066 50195  850 1  138.4  -3416 -0.528531   4000312  0.710932  1508  0.602726 -0.0350 0.000740 0.000765 0.003140 -0.172658  0.361211 -0.228946
USUD 96APR23 1996.3094 50196  850 2  138.4  -3416 -0.529437   4000312  0.710647  1508  0.604831 -0.0350 0.000704 0.000754 0.002968 -0.167121  0.389740 -0.200692
USUD 96APR25 1996.3149 50198  850 4  138.4  -3416 -0.529293   4000312  0.712235  1508  0.606945 -0.0350 0.000720 0.000786 0.003073 -0.172651  0.353740 -0.199908
USUD 96APR26 1996.3176 50199  850 5  138.4  -3416 -0.530099   4000312  0.713025  1508  0.605720 -0.0350 0.000700 0.000780 0.003060 -0.138942  0.321007 -0.219243
USUD 96APR27 1996.3203 50200  850 6  138.4  -3416 -0.519981   4000312  0.713095  1508  0.613606 -0.0350 0.000721 0.000788 0.003087 -0.165022  0.360797 -0.199743
USUD 96APR28 1996.3231 50201  851 0  138.4  -3416 -0.525428   4000312  0.710997  1508  0.604959 -0.0350 0.000713 0.000751 0.003075 -0.173975  0.341420 -0.271024
USUD 96APR29 1996.3258 50202  851 1  138.4  -3416 -0.530024   4000312  0.712284  1508  0.605002 -0.0350 0.000720 0.000782 0.003148 -0.203829  0.387502 -0.248910
USUD 96APR30 1996.3285 50203  851 2  138.4  -3416 -0.528512   4000312  0.713133  1508  0.615827 -0.0350 0.000701 0.000736 0.002985 -0.158364  0.341752 -0.259068
USUD 96MAY01 1996.3313 50204  851 3  138.4  -3416 -0.534174   4000312  0.708805  1508  0.611910 -0.0350 0.000722 0.000779 0.003034 -0.161755  0.324042 -0.206765
USUD 96MAY02 1996.3340 50205  851 4  138.4  -3416 -0.530479   4000312  0.707802  1508  0.590235 -0.0350 0.000737 0.000797 0.003253 -0.145445  0.339899 -0.270362
USUD 96MAY03 1996.3368 50206  851 5  138.4  -3416 -0.529001   4000312  0.711451  1508  0.616301 -0.0350 0.000727 0.000759 0.003049 -0.151828  0.341164 -0.251295
USUD 96MAY04 1996.3395 50207  851 6  138.4  -3416 -0.527367   4000312  0.713031  1508  0.623220 -0.0350 0.000720 0.000772 0.003132 -0.122109  0.304217 -0.283011
USUD 96MAY05 1996.3422 50208  852 0  138.4  -3416 -0.528190   4000312  0.712871  1508  0.616401 -0.0350 0.000709 0.000761 0.003092 -0.137632  0.354356 -0.232495
USUD 96MAY06 1996.3450 50209  852 1  138.4  -3416 -0.530820   4000312  0.713284  1508  0.604911 -0.0350 0.000709 0.000747 0.002987 -0.138448  0.360681 -0.224668
USUD 96MAY07 1996.3477 50210  852 2  138.4  -3416 -0.527851   4000312  0.715378  1508  0.617998 -0.0350 0.000698 0.000767 0.003008 -0.150982  0.307789 -0.233200
USUD 96MAY08 1996.3504 50211  852 3  138.4  -3416 -0.532600   4000312  0.712062  1508  0.606965 -0.0350 0.000723 0.000774 0.003080 -0.184491  0.307587 -0.236810
USUD 96MAY09 1996.3532 50212  852 4  138.4  -3416 -0.532332   4000312  0.708614  1508  0.592491 -0.0350 0.000708 0.000759 0.003067 -0.117533  0.304322 -0.270791
USUD 96MAY10 1996.3559 50213  852 5  138.4  -3416 -0.530346   4000312  0.706220  1508  0.574167 -0.0350 0.000744 0.000799 0.003304 -0.113746  0.354234 -0.275128
USUD 96MAY11 1996.3587 50214  852 6  138.4  -3416 -0.532343   4000312  0.706515  1508  0.603945 -0.0350 0.000741 0.000830 0.003375 -0.117493  0.321752 -0.215100
USUD 96MAY12 1996.3614 50215  853 0  138.4  -3416 -0.527843   4000312  0.715113  1508  0.606521 -0.0350 0.000715 0.000803 0.003181 -0.155240  0.341013 -0.213546
USUD 96MAY13 1996.3641 50216  853 1  138.4  -3416 -0.527128   4000312  0.709799  1508  0.603182 -0.0350 0.000720 0.000855 0.003235 -0.147762  0.298203 -0.197242
USUD 96MAY14 1996.3669 50217  853 2  138.4  -3416 -0.533230   4000312  0.716288  1508  0.602354 -0.0350 0.000709 0.000794 0.003156 -0.122916  0.289249 -0.193235
USUD 96MAY15 1996.3696 50218  853 3  138.4  -3416 -0.533334   4000312  0.712142  1508  0.598182 -0.0350 0.000695 0.000770 0.003038 -0.122929  0.275069 -0.228395
USUD 96MAY16 1996.3723 50219  853 4  138.4  -3416 -0.525614   4000312  0.713476  1508  0.605979 -0.0350 0.000731 0.000811 0.003274 -0.121059  0.307418 -0.242379
USUD 96MAY17 1996.3751 50220  853 5  138.4  -3416 -0.528183   4000312  0.715325  1508  0.608375 -0.0350 0.000746 0.000834 0.003262 -0.149726  0.284753 -0.237976
USUD 96MAY18 1996.3778 50221  853 6  138.4  -3416 -0.529838   4000312  0.710216  1508  0.607224 -0.0350 0.000751 0.000841 0.003331 -0.158833  0.331125 -0.196388
USUD 96MAY19 1996.3806 50222  854 0  138.4  -3416 -0.524921   4000312  0.712277  1508  0.604226 -0.0350 0.000710 0.000764 0.003019 -0.140318  0.328278 -0.168822
USUD 96MAY20 1996.3833 50223  854 1  138.4  -3416 -0.529262   4000312  0.711813  1508  0.602502 -0.0350 0.000716 0.000762 0.003067 -0.162830  0.310473 -0.258609
USUD 96MAY21 1996.3860 50224  854 2  138.4  -3416 -0.537037   4000312  0.704413  1508  0.594274 -0.0350 0.000715 0.000781 0.003110 -0.128091  0.310359 -0.216006
USUD 96MAY22 1996.3888 50225  854 3  138.4  -3416 -0.534034   4000312  0.706361  1508  0.611990 -0.0350 0.000674 0.000752 0.002966 -0.101415  0.285199 -0.216853
USUD 96MAY23 1996.3915 50226  854 4  138.4  -3416 -0.529082   4000312  0.712431  1508  0.612356 -0.0350 0.000695 0.000792 0.003158 -0.091444  0.309541 -0.191186
USUD 96MAY24 1996.3943 50227  854 5  138.4  -3416 -0.530825   4000312  0.713226  1508  0.608224 -0.0350 0.000718 0.000782 0.003156 -0.164655  0.320984 -0.199948
USUD 96MAY25 1996.3970 50228  854 6  138.4  -3416 -0.530205   4000312  0.712250  1508  0.606217 -0.0350 0.000749 0.000772 0.003106 -0.186288  0.330791 -0.209434
USUD 96MAY26 1996.3997 50229  855 0  138.4  -3416 -0.525946   4000312  0.712341  1508  0.621194 -0.0350 0.000694 0.000758 0.003035 -0.120982  0.302963 -0.166204
USUD 96MAY27 1996.4025 50230  855 1  138.4  -3416 -0.530429   4000312  0.707815  1508  0.625893 -0.0350 0.000671 0.000746 0.002942 -0.102806  0.302927 -0.196515
USUD 96MAY28 1996.4052 50231  855 2  138.4  -3416 -0.530361   4000312  0.711339  1508  0.603544 -0.0350 0.000666 0.000767 0.002994 -0.094405  0.297913 -0.187679
USUD 96MAY29 1996.4079 50232  855 3  138.4  -3416 -0.530046   4000312  0.712414  1508  0.602309 -0.0350 0.000763 0.000826 0.003312 -0.154348  0.327783 -0.206112
