site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu
JON4 12OCT26 2012.8186 56226 1711 5  151.5   -488 -0.019040  -3034791 -0.077334   422  0.635716  0.0000 0.000500 0.000583 0.002124 -0.072925 -0.134919  0.121624
JON4 12NOV11 2012.8624 56242 1714 0  151.5   -488 -0.017814  -3034791 -0.074184   422  0.620325  0.0000 0.000481 0.000562 0.002025 -0.078999 -0.081429  0.148450
JON4 12NOV12 2012.8652 56243 1714 1  151.5   -488 -0.019779  -3034791 -0.075313   422  0.625354  0.0000 0.000485 0.000570 0.001994 -0.055393 -0.055467  0.117924
JON4 12NOV13 2012.8679 56244 1714 2  151.5   -488 -0.022835  -3034791 -0.077424   422  0.632160  0.0000 0.000486 0.000570 0.002037 -0.061003 -0.069587  0.131792
JON4 12NOV14 2012.8706 56245 1714 3  151.5   -488 -0.020781  -3034791 -0.077514   422  0.622800  0.0000 0.000483 0.000574 0.002078 -0.070036 -0.094256  0.095584
JON4 12NOV15 2012.8734 56246 1714 4  151.5   -488 -0.017649  -3034791 -0.078500   422  0.637051  0.0000 0.000491 0.000572 0.002084 -0.090592 -0.113958  0.162331
JON4 12NOV16 2012.8761 56247 1714 5  151.5   -488 -0.017180  -3034791 -0.077488   422  0.631037  0.0000 0.000503 0.000586 0.002112 -0.085008 -0.087049  0.106964
JON4 12NOV17 2012.8789 56248 1714 6  151.5   -488 -0.023865  -3034791 -0.076605   422  0.630281  0.0000 0.000497 0.000588 0.002075 -0.046183 -0.031874  0.126859
JON4 12NOV18 2012.8816 56249 1715 0  151.5   -488 -0.018395  -3034791 -0.079249   422  0.630752  0.0000 0.000506 0.000596 0.002145 -0.062848 -0.050600  0.136794
JON4 12NOV19 2012.8843 56250 1715 1  151.5   -488 -0.018980  -3034791 -0.076009   422  0.624179  0.0000 0.000482 0.000557 0.002034 -0.068545 -0.076514  0.143818
JON4 12NOV21 2012.8898 56252 1715 3  151.5   -488 -0.018268  -3034791 -0.073676   422  0.625821  0.0000 0.000481 0.000567 0.002085 -0.054752 -0.080055  0.140544
JON4 12NOV22 2012.8925 56253 1715 4  151.5   -488 -0.020359  -3034791 -0.075936   422  0.633546  0.0000 0.000482 0.000561 0.002016 -0.085736 -0.079924  0.120652
JON4 12NOV23 2012.8953 56254 1715 5  151.5   -488 -0.019127  -3034791 -0.075945   422  0.635235  0.0000 0.000484 0.000557 0.002043 -0.090736 -0.097937  0.161934
JON4 12NOV24 2012.8980 56255 1715 6  151.5   -488 -0.022144  -3034791 -0.075080   422  0.628567  0.0000 0.000483 0.000552 0.001979 -0.059043 -0.094434  0.163773
JON4 12NOV25 2012.9008 56256 1716 0  151.5   -488 -0.018637  -3034791 -0.070449   422  0.631422  0.0000 0.000476 0.000556 0.002009 -0.057956 -0.068645  0.132787
JON4 12NOV26 2012.9035 56257 1716 1  151.5   -488 -0.018631  -3034791 -0.072445   422  0.629472  0.0000 0.000480 0.000557 0.002044 -0.076306 -0.096618  0.153611
JON4 12NOV27 2012.9062 56258 1716 2  151.5   -488 -0.019996  -3034791 -0.073333   422  0.639623  0.0000 0.000480 0.000558 0.002017 -0.075634 -0.076714  0.134261
JON4 12NOV28 2012.9090 56259 1716 3  151.5   -488 -0.019486  -3034791 -0.074064   422  0.632568  0.0000 0.000483 0.000563 0.002040 -0.092698 -0.073643  0.153508
JON4 12NOV29 2012.9117 56260 1716 4  151.5   -488 -0.018376  -3034791 -0.069926   422  0.639028  0.0000 0.000473 0.000549 0.001977 -0.068979 -0.059005  0.133632
JON4 12NOV30 2012.9144 56261 1716 5  151.5   -488 -0.019145  -3034791 -0.071807   422  0.627839  0.0000 0.000482 0.000549 0.002013 -0.077165 -0.087089  0.138978
JON4 12DEC01 2012.9172 56262 1716 6  151.5   -488 -0.015235  -3034791 -0.068213   422  0.635926  0.0000 0.000476 0.000549 0.001994 -0.076591 -0.075739  0.157809
JON4 12DEC02 2012.9199 56263 1717 0  151.5   -488 -0.013598  -3034791 -0.075643   422  0.642536  0.0000 0.000473 0.000552 0.001991 -0.059377 -0.070745  0.137989
JON4 12DEC04 2012.9254 56265 1717 2  151.5   -488 -0.018188  -3034791 -0.075050   422  0.627840  0.0000 0.000473 0.000549 0.001977 -0.071147 -0.064785  0.149936
JON4 12DEC05 2012.9281 56266 1717 3  151.5   -488 -0.019024  -3034791 -0.072380   422  0.629164  0.0000 0.000477 0.000549 0.002017 -0.080447 -0.084743  0.160622
JON4 12DEC06 2012.9309 56267 1717 4  151.5   -488 -0.018556  -3034791 -0.072125   422  0.633570  0.0000 0.000487 0.000577 0.002065 -0.061731 -0.061700  0.142607
JON4 12DEC07 2012.9336 56268 1717 5  151.5   -488 -0.018978  -3034791 -0.071198   422  0.617233  0.0000 0.000509 0.000583 0.002132 -0.053406 -0.094629  0.148330
JON4 12DEC08 2012.9363 56269 1717 6  151.5   -488 -0.018677  -3034791 -0.070592   422  0.629459  0.0000 0.000472 0.000546 0.001978 -0.080376 -0.056545  0.135894
JON4 12DEC10 2012.9418 56271 1718 1  151.5   -488 -0.013938  -3034791 -0.072509   422  0.622520  0.0000 0.000474 0.000547 0.001991 -0.070616 -0.062605  0.117815
JON4 12DEC11 2012.9446 56272 1718 2  151.5   -488 -0.015759  -3034791 -0.067360   422  0.609524  0.0000 0.000475 0.000544 0.001969 -0.071156 -0.079684  0.133051
JON4 12DEC12 2012.9473 56273 1718 3  151.5   -488 -0.017134  -3034791 -0.069220   422  0.622419  0.0000 0.000496 0.000561 0.002061 -0.075750 -0.105794  0.145274
JON4 12DEC13 2012.9500 56274 1718 4  151.5   -488 -0.016636  -3034791 -0.069057   422  0.625831  0.0000 0.000526 0.000589 0.002131 -0.055098 -0.061119  0.138203
JON4 12DEC14 2012.9528 56275 1718 5  151.5   -488 -0.014521  -3034791 -0.068243   422  0.625229  0.0000 0.000468 0.000542 0.001932 -0.061738 -0.077555  0.127118
JON4 12DEC15 2012.9555 56276 1718 6  151.5   -488 -0.015604  -3034791 -0.069843   422  0.630116  0.0000 0.000469 0.000539 0.001922 -0.061738 -0.060353  0.122156
JON4 12DEC16 2012.9582 56277 1719 0  151.5   -488 -0.014282  -3034791 -0.065278   422  0.637659  0.0000 0.000474 0.000547 0.001971 -0.074258 -0.075885  0.145515
JON4 12DEC17 2012.9610 56278 1719 1  151.5   -488 -0.017865  -3034791 -0.076172   422  0.631353  0.0000 0.000492 0.000559 0.002004 -0.057315 -0.083721  0.129354
JON4 12DEC18 2012.9637 56279 1719 2  151.5   -488 -0.019074  -3034791 -0.073328   422  0.638089  0.0000 0.000497 0.000563 0.002039 -0.060463 -0.079373  0.120666
JON4 12DEC19 2012.9665 56280 1719 3  151.5   -488 -0.015884  -3034791 -0.068213   422  0.635878  0.0000 0.000477 0.000552 0.001958 -0.085237 -0.085650  0.130406
JON4 12DEC20 2012.9692 56281 1719 4  151.5   -488 -0.015082  -3034791 -0.070303   422  0.633262  0.0000 0.000483 0.000548 0.001965 -0.077945 -0.056935  0.147513
JON4 12DEC21 2012.9719 56282 1719 5  151.5   -488 -0.016539  -3034791 -0.069047   422  0.646394  0.0000 0.000474 0.000545 0.001941 -0.066345 -0.085603  0.139383
JON4 12DEC22 2012.9747 56283 1719 6  151.5   -488 -0.016971  -3034791 -0.068654   422  0.634318  0.0000 0.000476 0.000549 0.001972 -0.067709 -0.063345  0.151094
JON4 12DEC23 2012.9774 56284 1720 0  151.5   -488 -0.014142  -3034791 -0.072709   422  0.621687  0.0000 0.000476 0.000552 0.001968 -0.067297 -0.063114  0.137606
JON4 12DEC24 2012.9802 56285 1720 1  151.5   -488 -0.017628  -3034791 -0.064174   422  0.632788  0.0000 0.000468 0.000537 0.001918 -0.060881 -0.039501  0.129711
JON4 12DEC25 2012.9829 56286 1720 2  151.5   -488 -0.019419  -3034791 -0.069360   422  0.644631  0.0000 0.000479 0.000544 0.001988 -0.089629 -0.087668  0.151885
JON4 12DEC26 2012.9856 56287 1720 3  151.5   -488 -0.018106  -3034791 -0.065620   422  0.626242  0.0000 0.000479 0.000545 0.001972 -0.083747 -0.072267  0.146594
JON4 12DEC27 2012.9884 56288 1720 4  151.5   -488 -0.015158  -3034791 -0.068292   422  0.623278  0.0000 0.000474 0.000546 0.001952 -0.072052 -0.057791  0.130484
JON4 12DEC28 2012.9911 56289 1720 5  151.5   -488 -0.017678  -3034791 -0.066721   422  0.626493  0.0000 0.000482 0.000551 0.001977 -0.093821 -0.080218  0.164253
JON4 12DEC29 2012.9938 56290 1720 6  151.5   -488 -0.016217  -3034791 -0.069144   422  0.635950  0.0000 0.000482 0.000553 0.002006 -0.076914 -0.059786  0.145878
JON4 12DEC30 2012.9966 56291 1721 0  151.5   -488 -0.015258  -3034791 -0.068349   422  0.617517  0.0000 0.000509 0.000582 0.002087 -0.075068 -0.059066  0.132406
JON4 12DEC31 2012.9993 56292 1721 1  151.5   -488 -0.017625  -3034791 -0.066515   422  0.622023  0.0000 0.000486 0.000556 0.002007 -0.059056 -0.074909  0.126352
JON4 13JAN01 2013.0021 56293 1721 2  151.5   -488 -0.013707  -3034791 -0.065734   422  0.634735  0.0000 0.000477 0.000545 0.001943 -0.062102 -0.053764  0.123253
JON4 13JAN02 2013.0048 56294 1721 3  151.5   -488 -0.016891  -3034791 -0.067104   422  0.632397  0.0000 0.000486 0.000561 0.002016 -0.090396 -0.087536  0.147438
JON4 13JAN03 2013.0075 56295 1721 4  151.5   -488 -0.016272  -3034791 -0.066791   422  0.617937  0.0000 0.000477 0.000544 0.001947 -0.084744 -0.074375  0.138706
JON4 13JAN04 2013.0103 56296 1721 5  151.5   -488 -0.018195  -3034791 -0.062775   422  0.625800  0.0000 0.000476 0.000543 0.001961 -0.078818 -0.071217  0.161789
JON4 13JAN05 2013.0130 56297 1721 6  151.5   -488 -0.014434  -3034791 -0.065416   422  0.625068  0.0000 0.000472 0.000542 0.001927 -0.083020 -0.066404  0.146865
JON4 13JAN06 2013.0157 56298 1722 0  151.5   -488 -0.017836  -3034791 -0.064777   422  0.623884  0.0000 0.000474 0.000539 0.001939 -0.059541 -0.071403  0.165266
JON4 13JAN07 2013.0185 56299 1722 1  151.5   -488 -0.013398  -3034791 -0.062727   422  0.623297  0.0000 0.000474 0.000541 0.001930 -0.076858 -0.071850  0.153916
JON4 13JAN08 2013.0212 56300 1722 2  151.5   -488 -0.017779  -3034791 -0.065000   422  0.628551  0.0000 0.000476 0.000540 0.001933 -0.065447 -0.051412  0.138032
JON4 13JAN09 2013.0240 56301 1722 3  151.5   -488 -0.013936  -3034791 -0.066940   422  0.627654  0.0000 0.000602 0.000659 0.002408 -0.069902  0.010091  0.157837
JON4 13JAN10 2013.0267 56302 1722 4  151.5   -488 -0.012495  -3034791 -0.070153   422  0.653358  0.0000 0.000498 0.000566 0.002034 -0.085158 -0.074229  0.143491
JON4 13JAN11 2013.0294 56303 1722 5  151.5   -488 -0.016806  -3034791 -0.067884   422  0.642878  0.0000 0.000475 0.000540 0.001943 -0.065018 -0.079701  0.159966
JON4 13JAN12 2013.0322 56304 1722 6  151.5   -488 -0.015607  -3034791 -0.066514   422  0.637890  0.0000 0.000495 0.000570 0.002095 -0.078395 -0.050992  0.146329
JON4 13JAN13 2013.0349 56305 1723 0  151.5   -488 -0.015408  -3034791 -0.066530   422  0.634137  0.0000 0.000490 0.000555 0.002038 -0.099980 -0.097497  0.166488
JON4 13JAN14 2013.0376 56306 1723 1  151.5   -488 -0.015226  -3034791 -0.067096   422  0.623022  0.0000 0.000482 0.000546 0.001975 -0.076820 -0.095547  0.147024
JON4 13JAN15 2013.0404 56307 1723 2  151.5   -488 -0.016669  -3034791 -0.069123   422  0.635456  0.0000 0.000476 0.000545 0.001954 -0.065631 -0.075047  0.132852
JON4 13JAN16 2013.0431 56308 1723 3  151.5   -488 -0.014811  -3034791 -0.063736   422  0.632994  0.0000 0.000483 0.000567 0.002042 -0.067324 -0.079387  0.150080
JON4 13JAN17 2013.0459 56309 1723 4  151.5   -488 -0.011430  -3034791 -0.063736   422  0.644739  0.0000 0.000482 0.000561 0.002016 -0.072139 -0.083574  0.146327
JON4 13JAN18 2013.0486 56310 1723 5  151.5   -488 -0.015095  -3034791 -0.064079   422  0.620391  0.0000 0.000480 0.000547 0.001965 -0.078288 -0.018264  0.101849
JON4 13JAN19 2013.0513 56311 1723 6  151.5   -488 -0.019171  -3034791 -0.062142   422  0.639364  0.0000 0.000484 0.000552 0.001999 -0.083613 -0.099012  0.144713
JON4 13JAN20 2013.0541 56312 1724 0  151.5   -488 -0.013085  -3034791 -0.062322   422  0.627324  0.0000 0.000472 0.000542 0.001921 -0.077211 -0.062755  0.121042
JON4 13JAN21 2013.0568 56313 1724 1  151.5   -488 -0.015461  -3034791 -0.060197   422  0.632733  0.0000 0.000476 0.000542 0.001938 -0.061229 -0.048454  0.100545
JON4 13JAN22 2013.0595 56314 1724 2  151.5   -488 -0.015519  -3034791 -0.063894   422  0.635276  0.0000 0.000479 0.000554 0.001981 -0.084318 -0.048246  0.139364
JON4 13JAN23 2013.0623 56315 1724 3  151.5   -488 -0.012446  -3034791 -0.065642   422  0.638388  0.0000 0.000482 0.000560 0.002005 -0.095938 -0.033962  0.154585
JON4 13JAN24 2013.0650 56316 1724 4  151.5   -488 -0.012618  -3034791 -0.063135   422  0.632123  0.0000 0.000475 0.000559 0.001993 -0.067306 -0.044859  0.165562
JON4 13JAN25 2013.0678 56317 1724 5  151.5   -488 -0.025082  -3034791 -0.053124   422  0.630014  0.0000 0.000474 0.000543 0.001940 -0.082285 -0.082221  0.137314
JON4 13JAN26 2013.0705 56318 1724 6  151.5   -488 -0.014504  -3034791 -0.061707   422  0.638157  0.0000 0.000475 0.000550 0.001960 -0.076656 -0.085791  0.153425
JON4 13JAN27 2013.0732 56319 1725 0  151.5   -488 -0.011175  -3034791 -0.056733   422  0.638455  0.0000 0.000476 0.000551 0.001976 -0.078977 -0.101724  0.153858
JON4 13JAN28 2013.0760 56320 1725 1  151.5   -488 -0.016647  -3034791 -0.057925   422  0.639707  0.0000 0.000473 0.000540 0.001932 -0.074465 -0.072053  0.149457
JON4 13JAN29 2013.0787 56321 1725 2  151.5   -488 -0.015247  -3034791 -0.058755   422  0.629177  0.0000 0.000473 0.000547 0.001932 -0.074613 -0.060781  0.126732
JON4 13JAN30 2013.0815 56322 1725 3  151.5   -488 -0.019331  -3034791 -0.056215   422  0.650640  0.0000 0.000479 0.000553 0.001994 -0.080693 -0.106109  0.111532
JON4 13JAN31 2013.0842 56323 1725 4  151.5   -488 -0.016046  -3034791 -0.063696   422  0.625839  0.0000 0.000471 0.000540 0.001909 -0.058382 -0.063218  0.114835
JON4 13FEB01 2013.0869 56324 1725 5  151.5   -488 -0.012848  -3034791 -0.063494   422  0.620313  0.0000 0.000481 0.000555 0.001995 -0.055282 -0.075612  0.130281
JON4 13FEB02 2013.0897 56325 1725 6  151.5   -488 -0.014495  -3034791 -0.060242   422  0.615615  0.0000 0.000484 0.000558 0.001997 -0.065698 -0.083221  0.119930
JON4 13FEB03 2013.0924 56326 1726 0  151.5   -488 -0.014353  -3034791 -0.059768   422  0.628516  0.0000 0.000478 0.000557 0.002006 -0.087293 -0.094989  0.146403
JON4 13FEB04 2013.0951 56327 1726 1  151.5   -488 -0.015053  -3034791 -0.058310   422  0.629243  0.0000 0.000476 0.000556 0.001969 -0.075858 -0.071271  0.123196
JON4 13FEB05 2013.0979 56328 1726 2  151.5   -488 -0.013177  -3034791 -0.052946   422  0.620171  0.0000 0.000497 0.000573 0.002054 -0.073216 -0.091095  0.152185
JON4 13FEB06 2013.1006 56329 1726 3  151.5   -488 -0.013065  -3034791 -0.056622   422  0.627550  0.0000 0.000502 0.000592 0.002158 -0.098752 -0.118373  0.143003
JON4 13FEB07 2013.1034 56330 1726 4  151.5   -488 -0.014044  -3034791 -0.058441   422  0.621165  0.0000 0.000479 0.000557 0.002006 -0.075772 -0.104328  0.133313
JON4 13FEB08 2013.1061 56331 1726 5  151.5   -488 -0.014134  -3034791 -0.058586   422  0.632392  0.0000 0.000475 0.000550 0.001974 -0.080595 -0.087142  0.154246
JON4 13FEB09 2013.1088 56332 1726 6  151.5   -488 -0.012492  -3034791 -0.060337   422  0.638838  0.0000 0.000475 0.000552 0.001978 -0.074757 -0.079089  0.133288
JON4 13FEB10 2013.1116 56333 1727 0  151.5   -488 -0.012236  -3034791 -0.057079   422  0.630897  0.0000 0.000477 0.000554 0.001962 -0.082102 -0.070483  0.138388
JON4 13FEB11 2013.1143 56334 1727 1  151.5   -488 -0.014923  -3034791 -0.057606   422  0.626024  0.0000 0.000472 0.000547 0.001939 -0.055394 -0.061448  0.124501
JON4 13FEB12 2013.1170 56335 1727 2  151.5   -488 -0.012446  -3034791 -0.056341   422  0.624562  0.0000 0.000472 0.000551 0.001965 -0.056272 -0.057576  0.137199
JON4 13FEB13 2013.1198 56336 1727 3  151.5   -488 -0.014604  -3034791 -0.056603   422  0.621106  0.0000 0.000488 0.000559 0.002003 -0.072126 -0.084631  0.125015
JON4 13FEB14 2013.1225 56337 1727 4  151.5   -488 -0.012106  -3034791 -0.057063   422  0.631518  0.0000 0.000478 0.000556 0.001985 -0.086213 -0.082103  0.158326
JON4 13FEB15 2013.1253 56338 1727 5  151.5   -488 -0.011382  -3034791 -0.055380   422  0.635281  0.0000 0.000477 0.000548 0.001945 -0.074385 -0.063885  0.128412
JON4 13FEB16 2013.1280 56339 1727 6  151.5   -488 -0.011998  -3034791 -0.053969   422  0.631789  0.0000 0.000475 0.000551 0.001954 -0.079024 -0.088500  0.151975
JON4 13FEB17 2013.1307 56340 1728 0  151.5   -488 -0.011215  -3034791 -0.052855   422  0.625469  0.0000 0.000474 0.000554 0.001974 -0.059972 -0.071075  0.133475
JON4 13FEB18 2013.1335 56341 1728 1  151.5   -488 -0.010897  -3034791 -0.056762   422  0.634663  0.0000 0.000471 0.000549 0.001955 -0.081413 -0.069585  0.153096
JON4 13FEB19 2013.1362 56342 1728 2  151.5   -488 -0.012133  -3034791 -0.055212   422  0.633192  0.0000 0.000474 0.000551 0.001963 -0.074623 -0.071321  0.142549
JON4 13FEB20 2013.1389 56343 1728 3  151.5   -488 -0.016173  -3034791 -0.055138   422  0.634679  0.0000 0.000474 0.000547 0.001968 -0.077441 -0.080909  0.151032
JON4 13FEB21 2013.1417 56344 1728 4  151.5   -488 -0.013287  -3034791 -0.053189   422  0.629082  0.0000 0.000488 0.000561 0.001991 -0.078620 -0.088827  0.148320
JON4 13FEB22 2013.1444 56345 1728 5  151.5   -488 -0.011638  -3034791 -0.056653   422  0.629714  0.0000 0.000487 0.000564 0.001995 -0.072478 -0.086048  0.141184
JON4 13FEB23 2013.1472 56346 1728 6  151.5   -488 -0.009745  -3034791 -0.054470   422  0.627306  0.0000 0.000486 0.000562 0.001998 -0.073170 -0.082276  0.152171
JON4 13FEB24 2013.1499 56347 1729 0  151.5   -488 -0.009635  -3034791 -0.058072   422  0.631190  0.0000 0.000471 0.000543 0.001925 -0.092302 -0.071862  0.131073
JON4 13FEB25 2013.1526 56348 1729 1  151.5   -488 -0.014500  -3034791 -0.052258   422  0.630471  0.0000 0.000520 0.000586 0.002078 -0.074222 -0.048543  0.107382
JON4 13FEB26 2013.1554 56349 1729 2  151.5   -488 -0.012946  -3034791 -0.056838   422  0.629445  0.0000 0.000470 0.000536 0.001887 -0.073013 -0.060084  0.133540
JON4 13FEB27 2013.1581 56350 1729 3  151.5   -488 -0.010768  -3034791 -0.055518   422  0.639518  0.0000 0.000469 0.000537 0.001888 -0.073083 -0.068417  0.118039
JON4 13FEB28 2013.1608 56351 1729 4  151.5   -488 -0.007752  -3034791 -0.056427   422  0.628366  0.0000 0.000471 0.000541 0.001930 -0.082158 -0.084826  0.147385
JON4 13MAR01 2013.1636 56352 1729 5  151.5   -488 -0.008333  -3034791 -0.054965   422  0.628312  0.0000 0.000494 0.000569 0.002038 -0.088241 -0.059946  0.135224
JON4 13MAR02 2013.1663 56353 1729 6  151.5   -488 -0.008558  -3034791 -0.056021   422  0.625646  0.0000 0.000469 0.000543 0.001909 -0.090242 -0.082541  0.132768
JON4 13MAR03 2013.1691 56354 1730 0  151.5   -488 -0.013621  -3034791 -0.054697   422  0.632975  0.0000 0.000468 0.000540 0.001903 -0.075809 -0.076412  0.138034
JON4 13MAR04 2013.1718 56355 1730 1  151.5   -488 -0.012842  -3034791 -0.054047   422  0.632101  0.0000 0.000472 0.000541 0.001910 -0.082350 -0.073693  0.146027
JON4 13MAR05 2013.1745 56356 1730 2  151.5   -488 -0.010788  -3034791 -0.053410   422  0.622782  0.0000 0.000471 0.000535 0.001932 -0.077441 -0.096726  0.151374
JON4 13MAR06 2013.1773 56357 1730 3  151.5   -488 -0.011444  -3034791 -0.052654   422  0.624496  0.0000 0.000480 0.000557 0.001994 -0.054396 -0.049041  0.131342
JON4 13MAR07 2013.1800 56358 1730 4  151.5   -488 -0.011786  -3034791 -0.052261   422  0.623407  0.0000 0.000480 0.000554 0.002001 -0.056624 -0.052162  0.141936
JON4 13MAR08 2013.1828 56359 1730 5  151.5   -488 -0.013337  -3034791 -0.051569   422  0.628113  0.0000 0.000471 0.000538 0.001906 -0.079595 -0.083546  0.119554
JON4 13MAR09 2013.1855 56360 1730 6  151.5   -488 -0.015295  -3034791 -0.051703   422  0.623188  0.0000 0.000470 0.000542 0.001923 -0.082968 -0.072770  0.120678
JON4 13MAR10 2013.1882 56361 1731 0  151.5   -488 -0.012845  -3034791 -0.052045   422  0.627322  0.0000 0.000473 0.000544 0.001942 -0.094042 -0.078629  0.141907
JON4 13MAR11 2013.1910 56362 1731 1  151.5   -488 -0.014225  -3034791 -0.052968   422  0.632001  0.0000 0.000467 0.000539 0.001896 -0.066806 -0.046384  0.107049
JON4 13MAR12 2013.1937 56363 1731 2  151.5   -488 -0.010377  -3034791 -0.053018   422  0.627472  0.0000 0.000473 0.000547 0.001927 -0.078676 -0.074906  0.105121
JON4 13MAR13 2013.1964 56364 1731 3  151.5   -488 -0.010322  -3034791 -0.049149   422  0.622570  0.0000 0.000475 0.000545 0.001916 -0.084481 -0.067872  0.106499
JON4 13MAR14 2013.1992 56365 1731 4  151.5   -488 -0.008570  -3034791 -0.052370   422  0.631220  0.0000 0.000476 0.000549 0.001967 -0.087090 -0.092086  0.127360
JON4 13MAR15 2013.2019 56366 1731 5  151.5   -488 -0.010158  -3034791 -0.053672   422  0.631862  0.0000 0.000473 0.000547 0.001960 -0.086028 -0.088198  0.122750
JON4 13MAR16 2013.2047 56367 1731 6  151.5   -488 -0.010134  -3034791 -0.052616   422  0.628952  0.0000 0.000469 0.000543 0.001920 -0.095910 -0.063141  0.140703
JON4 13MAR17 2013.2074 56368 1732 0  151.5   -488 -0.009963  -3034791 -0.050800   422  0.635964  0.0000 0.000506 0.000571 0.002006 -0.109524 -0.090215  0.101380
JON4 13MAR18 2013.2101 56369 1732 1  151.5   -488 -0.010927  -3034791 -0.049195   422  0.628124  0.0000 0.000473 0.000541 0.001914 -0.080841 -0.097307  0.126350
JON4 13MAR19 2013.2129 56370 1732 2  151.5   -488 -0.014071  -3034791 -0.053684   422  0.632989  0.0000 0.000484 0.000554 0.001954 -0.084484 -0.083143  0.137988
JON4 13MAR20 2013.2156 56371 1732 3  151.5   -488 -0.008212  -3034791 -0.048191   422  0.628800  0.0000 0.000470 0.000543 0.001908 -0.088536 -0.083860  0.124209
JON4 13MAR21 2013.2183 56372 1732 4  151.5   -488 -0.011814  -3034791 -0.047478   422  0.632363  0.0000 0.000467 0.000538 0.001899 -0.081355 -0.065516  0.135296
JON4 13MAR22 2013.2211 56373 1732 5  151.5   -488 -0.011417  -3034791 -0.050468   422  0.632818  0.0000 0.000470 0.000541 0.001925 -0.085331 -0.071788  0.127375
JON4 13MAR23 2013.2238 56374 1732 6  151.5   -488 -0.009282  -3034791 -0.050804   422  0.634267  0.0000 0.000472 0.000541 0.001915 -0.083730 -0.068817  0.123567
JON4 13MAR24 2013.2266 56375 1733 0  151.5   -488 -0.012196  -3034791 -0.048211   422  0.632947  0.0000 0.000475 0.000540 0.001924 -0.083941 -0.073782  0.119794
JON4 13MAR25 2013.2293 56376 1733 1  151.5   -488 -0.007941  -3034791 -0.045778   422  0.633923  0.0000 0.000472 0.000540 0.001932 -0.085028 -0.079077  0.137668
JON4 13MAR26 2013.2320 56377 1733 2  151.5   -488 -0.010684  -3034791 -0.049945   422  0.629142  0.0000 0.000471 0.000537 0.001913 -0.098366 -0.075756  0.145805
