2006.8753 -0.219 0.109 -0.277 0.121 1.951 0.590
2006.9589 -0.238 0.116 -0.182 0.122 2.270 0.606
2007.0438 0.093 0.118 -0.117 0.119 1.065 0.606
2007.1247 0.166 0.113 -0.041 0.121 0.188 0.598
2007.2055 0.146 0.109 -0.094 0.123 -1.927 0.592
2007.2890 0.359 0.111 -0.413 0.124 -1.764 0.598
2007.3726 0.131 0.110 -0.331 0.126 -2.055 0.603
2007.4562 0.173 0.112 -0.308 0.127 -0.572 0.609
2007.5397 -0.076 0.107 -0.259 0.121 1.080 0.584
2007.6247 -0.162 0.121 -0.256 0.134 3.216 0.646
2007.7082 -0.262 0.131 -0.347 0.139 3.387 0.684
2007.7918 -0.116 0.126 -0.301 0.135 4.004 0.662
2007.8753 0.116 0.151 -0.152 0.169 3.317 0.802
2007.9589 -0.037 0.151 -0.090 0.174 0.866 0.812
2008.0438 0.049 0.125 -0.079 0.149 0.591 0.691
2008.1260 0.166 0.157 0.028 0.187 0.659 0.859
2008.2082 0.295 0.129 -0.074 0.154 -1.699 0.715
2008.2918 0.130 0.162 -0.151 0.191 -1.524 0.881
2008.3753 0.113 0.132 -0.107 0.156 -0.562 0.726
2008.4589 -0.123 0.114 -0.217 0.128 0.512 0.617
2008.5425 -0.259 0.129 -0.069 0.139 1.254 0.680
2008.6274 -0.241 0.108 -0.207 0.113 2.991 0.568
2008.7110 -0.275 0.114 -0.235 0.126 2.645 0.612
2008.7945 -0.100 0.116 -0.108 0.134 4.250 0.634
2008.8781 -0.193 0.148 -0.044 0.176 3.310 0.811
2008.9616 0.112 0.148 0.122 0.179 1.367 0.819
2009.0438 0.391 0.134 0.060 0.162 1.049 0.743
2009.1247 0.450 0.152 0.070 0.182 -0.883 0.833
2009.2055 0.278 0.151 0.086 0.181 -2.360 0.830
2009.2890 0.174 0.116 0.058 0.136 -2.747 0.638
2009.3726 0.061 0.112 0.050 0.130 -2.128 0.615
2009.4562 0.066 0.116 -0.043 0.131 -0.834 0.628
2009.5397 -0.334 0.156 -0.062 0.168 1.493 0.814
2009.6247 -0.462 0.131 -0.077 0.144 2.496 0.696
2009.7082 -0.518 0.127 -0.201 0.144 3.581 0.685
2009.7918 -0.418 0.149 -0.080 0.175 4.162 0.812
2009.8753 -0.438 0.139 -0.043 0.163 4.532 0.760
2009.9589 -0.276 0.155 -0.097 0.184 3.472 0.846
2010.0438 0.043 0.144 0.086 0.172 2.836 0.794
2010.1247 0.060 0.156 0.312 0.183 0.526 0.847
2010.2055 0.048 0.151 0.271 0.176 0.299 0.820
2010.2890 0.075 0.146 0.376 0.166 -0.555 0.783
2010.3726 0.082 0.147 0.447 0.154 1.589 0.757
2010.4562 -0.210 0.153 0.237 0.165 2.700 0.798
2010.5397 -0.027 0.128 0.318 0.147 3.473 0.695
2010.6247 -0.029 0.108 0.386 0.125 2.411 0.595
2010.7082 -0.345 0.110 0.481 0.129 2.705 0.610
2010.7918 -0.092 0.111 0.564 0.129 1.635 0.611
2010.8753 -0.058 0.114 0.549 0.132 1.228 0.626
2010.9589 -0.070 0.119 0.756 0.131 1.004 0.636
2011.1247 0.012 0.135 0.829 0.131 -3.657 0.674
2011.2055 0.328 0.113 0.488 0.126 -7.823 0.609
2011.2890 0.381 0.109 0.349 0.125 -7.131 0.598
2011.3726 0.124 0.109 0.251 0.126 -4.901 0.600
2011.4562 0.084 0.187 0.149 0.126 -4.358 0.807
2011.5397 -0.280 0.115 0.329 0.124 -2.584 0.610
2011.6247 -0.421 0.111 0.266 0.119 0.079 0.589
2011.7082 -0.401 0.108 0.141 0.122 1.971 0.589
2011.7918 -0.376 0.110 0.139 0.129 0.804 0.611
2011.8753 -0.358 0.131 0.213 0.138 -1.737 0.681
2011.9589 -0.105 0.124 0.335 0.129 -2.133 0.642
2012.0438 0.070 0.101 0.279 0.116 -2.052 0.557
2012.1260 0.039 0.098 0.455 0.105 -4.659 0.527
2012.2082 0.090 0.102 0.684 0.111 -5.929 0.547
2012.2918 0.225 0.109 0.501 0.114 -4.719 0.578
2012.3753 0.030 0.130 0.339 0.107 -3.586 0.613
2012.4589 -0.047 0.097 0.318 0.107 -1.837 0.528
2012.5425 -0.446 0.099 0.415 0.109 -1.777 0.538
2012.6274 -0.442 0.098 0.595 0.115 -0.444 0.549
2012.7110 -0.560 0.107 0.293 0.125 1.694 0.592
2012.8781 -0.491 0.107 0.497 0.127 3.368 0.597
2012.9616 -0.436 0.103 0.632 0.122 0.890 0.575
2013.0438 -0.298 0.165 -0.056 0.187 4.667 0.884
2013.1247 -0.241 0.181 -0.064 0.197 3.464 0.944
2013.2890 0.144 0.197 0.008 0.213 -1.335 1.023
2013.3726 -0.185 0.161 -0.012 0.189 0.042 0.882
2013.4562 -0.113 0.496 -0.933 0.585 -3.753 2.677
2013.5397 -0.359 0.173 0.075 0.199 -0.096 0.932
2013.7918 -0.566 0.176 -0.354 0.194 3.747 0.927
2013.8753 -0.524 0.175 -0.026 0.196 3.962 0.928
2013.9589 -0.567 0.181 -0.058 0.193 3.244 0.936
2014.0438 -0.364 0.198 -0.141 0.205 4.301 1.006
2014.1247 0.265 0.290 -0.197 0.223 0.600 1.287
2014.2055 0.183 0.155 0.413 0.180 0.786 0.844
2014.2890 0.156 0.149 -0.063 0.171 0.516 0.808
2014.3726 0.007 0.146 0.002 0.168 0.368 0.794
2014.4562 -0.175 0.170 -0.025 0.186 2.475 0.894
2014.6247 -0.452 0.143 -0.207 0.163 4.723 0.774
2014.7082 -0.408 0.137 -0.296 0.158 5.070 0.747
2014.7918 -0.366 0.137 -0.059 0.157 5.032 0.745
2014.8753 -0.374 0.144 0.091 0.162 2.796 0.773
2015.0438 0.618 0.184 0.945 0.182 2.835 0.921
2015.1247 0.390 0.185 0.700 0.175 2.914 0.914
2015.2055 0.198 0.137 -0.098 0.160 3.052 0.752
