site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu
PEAM 14APR08 2014.2669 56755 1787 2  -63.7   1102  0.649093   5124057  0.921336    -2 -0.127507  0.0000 0.000991 0.001153 0.003796 -0.075890 -0.032254 -0.198951
PEAM 14MAY12 2014.3600 56789 1792 1  -63.7   1102  0.646763   5124057  0.923819    -2 -0.139057  0.0000 0.000492 0.000630 0.001873 -0.132345  0.089132 -0.092293
PEAM 14MAY13 2014.3628 56790 1792 2  -63.7   1102  0.645872   5124057  0.920866    -2 -0.133751  0.0000 0.000492 0.000632 0.001864 -0.132691  0.109064 -0.091400
PEAM 14MAY14 2014.3655 56791 1792 3  -63.7   1102  0.646000   5124057  0.922829    -2 -0.130483  0.0000 0.000490 0.000626 0.001860 -0.128994  0.093493 -0.114478
PEAM 14MAY15 2014.3682 56792 1792 4  -63.7   1102  0.644882   5124057  0.921352    -2 -0.123153  0.0000 0.000497 0.000639 0.001891 -0.134969  0.093185 -0.127598
PEAM 14MAY16 2014.3710 56793 1792 5  -63.7   1102  0.644649   5124057  0.919672    -2 -0.128256  0.0000 0.000489 0.000626 0.001847 -0.135295  0.106728 -0.102187
PEAM 14MAY17 2014.3737 56794 1792 6  -63.7   1102  0.645596   5124057  0.921970    -2 -0.128942  0.0000 0.000498 0.000637 0.001895 -0.126413  0.097353 -0.095319
PEAM 14MAY18 2014.3765 56795 1793 0  -63.7   1102  0.646525   5124057  0.920604    -2 -0.122701  0.0000 0.000484 0.000627 0.001800 -0.129123  0.090961 -0.060445
PEAM 14MAY19 2014.3792 56796 1793 1  -63.7   1102  0.645407   5124057  0.919626    -2 -0.135953  0.0000 0.000495 0.000635 0.001846 -0.139252  0.120132 -0.095404
PEAM 14MAY20 2014.3819 56797 1793 2  -63.7   1102  0.646666   5124057  0.920813    -2 -0.137467  0.0000 0.000502 0.000636 0.001872 -0.130384  0.095265 -0.107143
PEAM 14MAY21 2014.3847 56798 1793 3  -63.7   1102  0.645384   5124057  0.920381    -2 -0.141997  0.0000 0.000501 0.000634 0.001865 -0.142357  0.104693 -0.114986
PEAM 14MAY22 2014.3874 56799 1793 4  -63.7   1102  0.645629   5124057  0.922468    -2 -0.140799  0.0000 0.000503 0.000636 0.001879 -0.139232  0.105991 -0.102902
PEAM 14MAY23 2014.3901 56800 1793 5  -63.7   1102  0.644577   5124057  0.925060    -2 -0.148214  0.0000 0.000507 0.000640 0.001902 -0.138252  0.114461 -0.101620
PEAM 14MAY24 2014.3929 56801 1793 6  -63.7   1102  0.643837   5124057  0.922424    -2 -0.136459  0.0000 0.000500 0.000641 0.001875 -0.133489  0.089477 -0.104661
PEAM 14MAY25 2014.3956 56802 1794 0  -63.7   1102  0.644233   5124057  0.921302    -2 -0.138709  0.0000 0.000502 0.000637 0.001895 -0.131628  0.121467 -0.104015
PEAM 14MAY26 2014.3984 56803 1794 1  -63.7   1102  0.646092   5124057  0.922297    -2 -0.138389  0.0000 0.000502 0.000636 0.001886 -0.133207  0.120876 -0.110907
PEAM 14MAY27 2014.4011 56804 1794 2  -63.7   1102  0.645107   5124057  0.921820    -2 -0.145577  0.0000 0.000509 0.000645 0.001886 -0.139229  0.134397 -0.117795
PEAM 14MAY28 2014.4038 56805 1794 3  -63.7   1102  0.644804   5124057  0.920845    -2 -0.141889  0.0000 0.000503 0.000639 0.001876 -0.134382  0.119680 -0.098954
PEAM 14MAY29 2014.4066 56806 1794 4  -63.7   1102  0.645046   5124057  0.920374    -2 -0.136887  0.0000 0.000507 0.000658 0.001920 -0.136048  0.130405 -0.119673
PEAM 14MAY30 2014.4093 56807 1794 5  -63.7   1102  0.645469   5124057  0.920065    -2 -0.132440  0.0000 0.000499 0.000642 0.001868 -0.128049  0.106733 -0.124898
PEAM 14MAY31 2014.4120 56808 1794 6  -63.7   1102  0.644002   5124057  0.922107    -2 -0.131995  0.0000 0.000490 0.000626 0.001854 -0.131162  0.099227 -0.100389
PEAM 14JUN01 2014.4148 56809 1795 0  -63.7   1102  0.644528   5124057  0.921995    -2 -0.140331  0.0000 0.000493 0.000629 0.001857 -0.130823  0.120176 -0.094721
PEAM 14JUN02 2014.4175 56810 1795 1  -63.7   1102  0.645738   5124057  0.918903    -2 -0.130408  0.0000 0.000494 0.000631 0.001887 -0.144060  0.114681 -0.114788
PEAM 14JUN03 2014.4203 56811 1795 2  -63.7   1102  0.643629   5124057  0.919762    -2 -0.134585  0.0000 0.000491 0.000633 0.001887 -0.133961  0.105013 -0.108796
PEAM 14JUN04 2014.4230 56812 1795 3  -63.7   1102  0.645153   5124057  0.921218    -2 -0.130298  0.0000 0.000486 0.000626 0.001825 -0.124940  0.084357 -0.083644
PEAM 14JUN05 2014.4257 56813 1795 4  -63.7   1102  0.644160   5124057  0.922163    -2 -0.130876  0.0000 0.000494 0.000634 0.001876 -0.136469  0.096250 -0.114277
PEAM 14JUN06 2014.4285 56814 1795 5  -63.7   1102  0.645302   5124057  0.921534    -2 -0.131044  0.0000 0.000495 0.000630 0.001894 -0.119735  0.120731 -0.112307
PEAM 14JUN07 2014.4312 56815 1795 6  -63.7   1102  0.645377   5124057  0.922298    -2 -0.137181  0.0000 0.000494 0.000637 0.001894 -0.121418  0.110217 -0.109498
PEAM 14JUN08 2014.4339 56816 1796 0  -63.7   1102  0.642017   5124057  0.921410    -2 -0.130584  0.0000 0.000495 0.000632 0.001864 -0.130577  0.086008 -0.095475
PEAM 14JUN09 2014.4367 56817 1796 1  -63.7   1102  0.643999   5124057  0.921321    -2 -0.131830  0.0000 0.000492 0.000634 0.001871 -0.132294  0.077633 -0.094487
PEAM 14JUN10 2014.4394 56818 1796 2  -63.7   1102  0.642444   5124057  0.921680    -2 -0.131496  0.0000 0.000496 0.000630 0.001872 -0.135318  0.107892 -0.094324
PEAM 14JUN11 2014.4422 56819 1796 3  -63.7   1102  0.645469   5124057  0.922059    -2 -0.141741  0.0000 0.000494 0.000625 0.001844 -0.136797  0.110172 -0.093629
PEAM 14JUN12 2014.4449 56820 1796 4  -63.7   1102  0.645045   5124057  0.922586    -2 -0.135993  0.0000 0.000507 0.000641 0.001905 -0.130121  0.086590 -0.055435
PEAM 14JUN13 2014.4476 56821 1796 5  -63.7   1102  0.644840   5124057  0.922775    -2 -0.132410  0.0000 0.000522 0.000661 0.002005 -0.125198  0.108994 -0.087783
PEAM 14JUN14 2014.4504 56822 1796 6  -63.7   1102  0.643458   5124057  0.922960    -2 -0.137345  0.0000 0.000503 0.000638 0.001880 -0.152525  0.118529 -0.103051
PEAM 14JUN15 2014.4531 56823 1797 0  -63.7   1102  0.646288   5124057  0.921752    -2 -0.133501  0.0000 0.000497 0.000638 0.001905 -0.126726  0.101772 -0.120160
PEAM 14JUN16 2014.4559 56824 1797 1  -63.7   1102  0.645086   5124057  0.924665    -2 -0.139774  0.0000 0.000499 0.000638 0.001903 -0.140893  0.139180 -0.110647
PEAM 14JUN17 2014.4586 56825 1797 2  -63.7   1102  0.645118   5124057  0.923861    -2 -0.139660  0.0000 0.000494 0.000635 0.001873 -0.134761  0.114840 -0.097445
PEAM 14JUN18 2014.4613 56826 1797 3  -63.7   1102  0.644303   5124057  0.923243    -2 -0.132470  0.0000 0.000506 0.000652 0.001954 -0.132947  0.108370 -0.119157
PEAM 14JUN19 2014.4641 56827 1797 4  -63.7   1102  0.644991   5124057  0.923745    -2 -0.144555  0.0000 0.000502 0.000654 0.001912 -0.147533  0.121982 -0.081525
PEAM 14JUN20 2014.4668 56828 1797 5  -63.7   1102  0.644279   5124057  0.922581    -2 -0.144087  0.0000 0.000494 0.000634 0.001886 -0.138007  0.109178 -0.113636
PEAM 14JUN21 2014.4695 56829 1797 6  -63.7   1102  0.644730   5124057  0.922625    -2 -0.143209  0.0000 0.000497 0.000623 0.001879 -0.142751  0.129307 -0.121417
PEAM 14JUN22 2014.4723 56830 1798 0  -63.7   1102  0.646747   5124057  0.919492    -2 -0.136399  0.0000 0.000500 0.000634 0.001919 -0.147431  0.110773 -0.140806
PEAM 14JUN23 2014.4750 56831 1798 1  -63.7   1102  0.644661   5124057  0.917788    -2 -0.133617  0.0000 0.000498 0.000633 0.001870 -0.152504  0.112161 -0.099882
PEAM 14JUN24 2014.4778 56832 1798 2  -63.7   1102  0.643637   5124057  0.919505    -2 -0.133399  0.0000 0.000519 0.000657 0.001961 -0.153003  0.113765 -0.148836
PEAM 14JUN25 2014.4805 56833 1798 3  -63.7   1102  0.643544   5124057  0.921738    -2 -0.134503  0.0000 0.000506 0.000643 0.001920 -0.149306  0.120103 -0.103304
PEAM 14JUN26 2014.4832 56834 1798 4  -63.7   1102  0.644535   5124057  0.921073    -2 -0.132353  0.0000 0.000505 0.000631 0.001886 -0.160872  0.113152 -0.126157
PEAM 14JUN27 2014.4860 56835 1798 5  -63.7   1102  0.644887   5124057  0.920907    -2 -0.131840  0.0000 0.000509 0.000651 0.001941 -0.129466  0.101058 -0.105754
PEAM 14JUN28 2014.4887 56836 1798 6  -63.7   1102  0.644420   5124057  0.921839    -2 -0.144083  0.0000 0.000500 0.000640 0.001877 -0.150604  0.120733 -0.094317
PEAM 14JUN29 2014.4914 56837 1799 0  -63.7   1102  0.644782   5124057  0.921926    -2 -0.139467  0.0000 0.000494 0.000640 0.001905 -0.140226  0.097925 -0.133752
PEAM 14JUN30 2014.4942 56838 1799 1  -63.7   1102  0.643198   5124057  0.921323    -2 -0.122625  0.0000 0.000491 0.000639 0.001869 -0.156185  0.108628 -0.159747
PEAM 14JUL01 2014.4969 56839 1799 2  -63.7   1102  0.645014   5124057  0.919341    -2 -0.131941  0.0000 0.000495 0.000630 0.001837 -0.153672  0.120808 -0.098835
PEAM 14JUL02 2014.4997 56840 1799 3  -63.7   1102  0.643754   5124057  0.918933    -2 -0.120615  0.0000 0.000493 0.000636 0.001875 -0.159277  0.091185 -0.130734
PEAM 14JUL03 2014.5024 56841 1799 4  -63.7   1102  0.641196   5124057  0.920273    -2 -0.112511  0.0000 0.000507 0.000654 0.001886 -0.167841  0.128477 -0.140365
PEAM 14JUL04 2014.5051 56842 1799 5  -63.7   1102  0.643286   5124057  0.921100    -2 -0.119963  0.0000 0.000493 0.000646 0.001885 -0.158092  0.107986 -0.136506
PEAM 14JUL05 2014.5079 56843 1799 6  -63.7   1102  0.646957   5124057  0.921691    -2 -0.132056  0.0000 0.000498 0.000654 0.001877 -0.164320  0.104433 -0.151333
PEAM 14JUL06 2014.5106 56844 1800 0  -63.7   1102  0.641488   5124057  0.924086    -2 -0.135706  0.0000 0.000499 0.000645 0.001896 -0.152615  0.084301 -0.150425
PEAM 14JUL07 2014.5133 56845 1800 1  -63.7   1102  0.644248   5124057  0.919044    -2 -0.123055  0.0000 0.000489 0.000631 0.001828 -0.162894  0.106887 -0.120836
PEAM 14JUL08 2014.5161 56846 1800 2  -63.7   1102  0.643981   5124057  0.920675    -2 -0.130097  0.0000 0.000490 0.000625 0.001835 -0.161734  0.124721 -0.118229
PEAM 14JUL09 2014.5188 56847 1800 3  -63.7   1102  0.642452   5124057  0.921068    -2 -0.121302  0.0000 0.000493 0.000643 0.001871 -0.145421  0.097079 -0.119177
PEAM 14JUL10 2014.5216 56848 1800 4  -63.7   1102  0.643777   5124057  0.923101    -2 -0.120200  0.0000 0.000513 0.000665 0.001916 -0.153916  0.080253 -0.097112
PEAM 14JUL11 2014.5243 56849 1800 5  -63.7   1102  0.644710   5124057  0.924221    -2 -0.134972  0.0000 0.000489 0.000627 0.001844 -0.142134  0.130109 -0.117663
PEAM 14JUL12 2014.5270 56850 1800 6  -63.7   1102  0.644359   5124057  0.921733    -2 -0.129089  0.0000 0.000482 0.000623 0.001810 -0.136722  0.096881 -0.144044
PEAM 14JUL13 2014.5298 56851 1801 0  -63.7   1102  0.642001   5124057  0.919744    -2 -0.125343  0.0000 0.000487 0.000622 0.001822 -0.153854  0.125074 -0.110393
PEAM 14JUL14 2014.5325 56852 1801 1  -63.7   1102  0.641395   5124057  0.927514    -2 -0.120091  0.0000 0.000489 0.000630 0.001838 -0.147113  0.114233 -0.105778
PEAM 14JUL15 2014.5352 56853 1801 2  -63.7   1102  0.644651   5124057  0.921550    -2 -0.124621  0.0000 0.000492 0.000644 0.001880 -0.137561  0.099704 -0.120476
PEAM 14JUL16 2014.5380 56854 1801 3  -63.7   1102  0.643991   5124057  0.920726    -2 -0.122731  0.0000 0.000498 0.000645 0.001928 -0.138496  0.091139 -0.137606
PEAM 14JUL17 2014.5407 56855 1801 4  -63.7   1102  0.641489   5124057  0.920516    -2 -0.116752  0.0000 0.000816 0.001031 0.002927 -0.212870  0.107973 -0.091811
PEAM 14JUL18 2014.5435 56856 1801 5  -63.7   1102  0.642418   5124057  0.919883    -2 -0.130750  0.0000 0.000487 0.000621 0.001815 -0.146242  0.116510 -0.108594
PEAM 14JUL19 2014.5462 56857 1801 6  -63.7   1102  0.642060   5124057  0.923282    -2 -0.128856  0.0000 0.000495 0.000626 0.001842 -0.153846  0.133908 -0.116176
PEAM 14JUL20 2014.5489 56858 1802 0  -63.7   1102  0.641335   5124057  0.922667    -2 -0.140059  0.0000 0.000488 0.000633 0.001827 -0.153160  0.120948 -0.100363
PEAM 14JUL21 2014.5517 56859 1802 1  -63.7   1102  0.642617   5124057  0.921962    -2 -0.133934  0.0000 0.000492 0.000643 0.001893 -0.131275  0.101312 -0.123713
PEAM 14JUL22 2014.5544 56860 1802 2  -63.7   1102  0.642213   5124057  0.920372    -2 -0.126404  0.0000 0.000486 0.000629 0.001835 -0.148513  0.106302 -0.126638
PEAM 14AUG28 2014.6557 56897 1807 4  -63.7   1102  0.637654   5124057  0.922100    -2 -0.139973  0.0000 0.000502 0.000638 0.001894 -0.139027  0.109010 -0.116005
PEAM 14AUG29 2014.6585 56898 1807 5  -63.7   1102  0.639976   5124057  0.926692    -2 -0.160008  0.0000 0.000501 0.000633 0.001895 -0.134221  0.119725 -0.112027
PEAM 14AUG30 2014.6612 56899 1807 6  -63.7   1102  0.641446   5124057  0.924303    -2 -0.132516  0.0000 0.000496 0.000631 0.001873 -0.120898  0.109853 -0.121667
PEAM 14AUG31 2014.6639 56900 1808 0  -63.7   1102  0.639498   5124057  0.924258    -2 -0.131919  0.0000 0.000497 0.000633 0.001880 -0.126239  0.096535 -0.110406
PEAM 14SEP01 2014.6667 56901 1808 1  -63.7   1102  0.641942   5124057  0.925794    -2 -0.140183  0.0000 0.000499 0.000632 0.001884 -0.138202  0.121210 -0.109278
PEAM 14SEP02 2014.6694 56902 1808 2  -63.7   1102  0.640351   5124057  0.925275    -2 -0.119728  0.0000 0.000510 0.000646 0.001914 -0.140868  0.140028 -0.117163
PEAM 14SEP03 2014.6721 56903 1808 3  -63.7   1102  0.640005   5124057  0.925553    -2 -0.140643  0.0000 0.000499 0.000634 0.001882 -0.138505  0.121115 -0.128753
PEAM 14SEP04 2014.6749 56904 1808 4  -63.7   1102  0.640807   5124057  0.924569    -2 -0.132578  0.0000 0.000498 0.000634 0.001888 -0.122198  0.112295 -0.110184
PEAM 14SEP05 2014.6776 56905 1808 5  -63.7   1102  0.642165   5124057  0.923361    -2 -0.120748  0.0000 0.000496 0.000639 0.001908 -0.128198  0.107367 -0.131341
PEAM 14SEP06 2014.6804 56906 1808 6  -63.7   1102  0.640047   5124057  0.922268    -2 -0.117165  0.0000 0.000497 0.000638 0.001889 -0.133681  0.099960 -0.092677
PEAM 14SEP07 2014.6831 56907 1809 0  -63.7   1102  0.638878   5124057  0.927530    -2 -0.126885  0.0000 0.000501 0.000636 0.001921 -0.134474  0.100308 -0.131820
PEAM 14SEP08 2014.6858 56908 1809 1  -63.7   1102  0.638289   5124057  0.929136    -2 -0.144869  0.0000 0.000499 0.000633 0.001889 -0.128334  0.131450 -0.125792
PEAM 14SEP09 2014.6886 56909 1809 2  -63.7   1102  0.638564   5124057  0.924332    -2 -0.135445  0.0000 0.000498 0.000633 0.001899 -0.131806  0.105461 -0.131272
PEAM 14SEP10 2014.6913 56910 1809 3  -63.7   1102  0.640007   5124057  0.928696    -2 -0.132381  0.0000 0.000499 0.000630 0.001895 -0.129773  0.127022 -0.114127
PEAM 14SEP11 2014.6940 56911 1809 4  -63.7   1102  0.640473   5124057  0.924275    -2 -0.124147  0.0000 0.000497 0.000633 0.001868 -0.130993  0.112431 -0.115088
PEAM 14SEP12 2014.6968 56912 1809 5  -63.7   1102  0.638533   5124057  0.923885    -2 -0.124824  0.0000 0.000509 0.000656 0.001946 -0.143033  0.131198 -0.145744
PEAM 14SEP13 2014.6995 56913 1809 6  -63.7   1102  0.641035   5124057  0.926763    -2 -0.128524  0.0000 0.000502 0.000635 0.001900 -0.136866  0.128108 -0.124408
PEAM 14SEP14 2014.7023 56914 1810 0  -63.7   1102  0.639995   5124057  0.927042    -2 -0.139333  0.0000 0.000500 0.000624 0.001854 -0.140161  0.127136 -0.099598
PEAM 14SEP15 2014.7050 56915 1810 1  -63.7   1102  0.639776   5124057  0.926977    -2 -0.138814  0.0000 0.000496 0.000630 0.001841 -0.145840  0.134644 -0.098855
PEAM 14SEP16 2014.7077 56916 1810 2  -63.7   1102  0.639990   5124057  0.925517    -2 -0.133858  0.0000 0.000501 0.000630 0.001902 -0.131130  0.116889 -0.105072
PEAM 14SEP17 2014.7105 56917 1810 3  -63.7   1102  0.642043   5124057  0.924948    -2 -0.137478  0.0000 0.000506 0.000637 0.001909 -0.138025  0.111084 -0.131520
PEAM 14SEP18 2014.7132 56918 1810 4  -63.7   1102  0.640191   5124057  0.927001    -2 -0.139291  0.0000 0.000506 0.000637 0.001909 -0.141932  0.135157 -0.138499
PEAM 14SEP19 2014.7159 56919 1810 5  -63.7   1102  0.642950   5124057  0.925417    -2 -0.140116  0.0000 0.000516 0.000646 0.001932 -0.132127  0.134028 -0.138228
PEAM 14SEP20 2014.7187 56920 1810 6  -63.7   1102  0.639635   5124057  0.923826    -2 -0.131175  0.0000 0.000502 0.000623 0.001866 -0.135056  0.142480 -0.103558
PEAM 14SEP21 2014.7214 56921 1811 0  -63.7   1102  0.640150   5124057  0.924363    -2 -0.120412  0.0000 0.000482 0.000613 0.001810 -0.131298  0.124310 -0.077034
PEAM 14SEP22 2014.7242 56922 1811 1  -63.7   1102  0.640213   5124057  0.925982    -2 -0.127342  0.0000 0.000492 0.000613 0.001803 -0.126471  0.092528 -0.074863
PEAM 14SEP23 2014.7269 56923 1811 2  -63.7   1102  0.638716   5124057  0.922862    -2 -0.134060  0.0000 0.000487 0.000621 0.001812 -0.128795  0.120821 -0.080920
PEAM 14SEP24 2014.7296 56924 1811 3  -63.7   1102  0.641687   5124057  0.924208    -2 -0.133618  0.0000 0.000493 0.000624 0.001806 -0.148442  0.124419 -0.077785
PEAM 14SEP25 2014.7324 56925 1811 4  -63.7   1102  0.639526   5124057  0.921486    -2 -0.122785  0.0000 0.000491 0.000616 0.001819 -0.127130  0.131087 -0.068925
PEAM 14SEP26 2014.7351 56926 1811 5  -63.7   1102  0.640774   5124057  0.923992    -2 -0.132986  0.0000 0.000490 0.000614 0.001804 -0.132211  0.090150 -0.084843
PEAM 14SEP27 2014.7379 56927 1811 6  -63.7   1102  0.643056   5124057  0.922342    -2 -0.124766  0.0000 0.000490 0.000612 0.001835 -0.129041  0.112890 -0.088065
PEAM 14SEP28 2014.7406 56928 1812 0  -63.7   1102  0.642503   5124057  0.922888    -2 -0.119854  0.0000 0.000487 0.000617 0.001804 -0.127724  0.116188 -0.079190
PEAM 14SEP29 2014.7433 56929 1812 1  -63.7   1102  0.641019   5124057  0.925152    -2 -0.128102  0.0000 0.000485 0.000611 0.001808 -0.122280  0.117966 -0.092302
PEAM 14SEP30 2014.7461 56930 1812 2  -63.7   1102  0.643600   5124057  0.925142    -2 -0.127858  0.0000 0.000491 0.000616 0.001813 -0.134276  0.121755 -0.083467
PEAM 14OCT01 2014.7488 56931 1812 3  -63.7   1102  0.641662   5124057  0.926688    -2 -0.134104  0.0000 0.000491 0.000610 0.001817 -0.122701  0.089199 -0.090801
PEAM 14OCT02 2014.7515 56932 1812 4  -63.7   1102  0.640844   5124057  0.922556    -2 -0.135589  0.0000 0.000489 0.000619 0.001786 -0.122061  0.094751 -0.067003
PEAM 14OCT03 2014.7543 56933 1812 5  -63.7   1102  0.643598   5124057  0.924954    -2 -0.134131  0.0000 0.000496 0.000623 0.001820 -0.131779  0.114609 -0.063363
PEAM 14OCT04 2014.7570 56934 1812 6  -63.7   1102  0.641574   5124057  0.924646    -2 -0.124695  0.0000 0.000488 0.000616 0.001788 -0.118376  0.095869 -0.081437
PEAM 14DEC04 2014.9240 56995 1821 4  -63.7   1102  0.636566   5124057  0.928874    -2 -0.132979  0.0000 0.000490 0.000622 0.001851 -0.114000  0.082312 -0.110076
PEAM 14DEC05 2014.9268 56996 1821 5  -63.7   1102  0.636665   5124057  0.929474    -2 -0.137382  0.0000 0.000493 0.000614 0.001833 -0.110789  0.090651 -0.108299
PEAM 14DEC06 2014.9295 56997 1821 6  -63.7   1102  0.636746   5124057  0.927921    -2 -0.128916  0.0000 0.000492 0.000621 0.001835 -0.108474  0.065635 -0.087440
